beatmap_name,mods,stars_live,neg_loglik_SS,neg_loglik_300s_and_100s,neg_loglik_FC
sakuzyo - Imprinting [Ayaya's Expert],NM,5.670057468,55.88277431,13.17179951,7.066473485
Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [Rikka's dunno],FL,5.929311065,28.39067795,8.41647231,7.031411134
Sabaton - The Last Stand [In The Name Of God],HD,6.232630083,23.8107124,8.493459919,6.940533772
Bliitzit - Team Magma & Aqua Leader Battle Theme (Unofficial) [Catastrophe],HD,6.413248499,16.33486617,7.146762547,6.931843717
Tatsh - Xevel [Extreme],NM,6.028566651,35.04332634,9.89448766,6.903088258
Reol - Asymmetry [captin's Extra],HD,5.968649924,22.32620669,7.821390656,6.902093195
u's - Korekara no Someday [Guy's Extra],HD,5.497953431,19.50260197,7.847906198,6.896509503
Angerfist - Knock Knock [I am the danger],NM,5.83623582,29.48799761,8.532529713,6.893251607
BLOOD STAIN CHILD - MOON LIGHT WAVE [Extra],NM,5.767635832,24.35983484,8.346689988,6.879369545
YOASOBI - Gunjou [Irreplaceable],NM,5.040896729,15.25429868,7.373053698,6.839398454
Jun.A - The Refrain of the Lovely Great War [SOLO],HDNF,5.36590485,53.13874551,11.90433267,6.835791153
Maneki Kecak - Atashi no Nokori Zenbu Ageru [Daydream],HD,6.552538753,22.77304131,7.753295491,6.816035883
Akatsuki Records - Trance Dance Anarchy [Don't Look Back],NM,6.843926228,19.91261844,7.483899404,6.776315861
THE ORAL CIGARETTES - Flower [Vagueness],NM,6.596428826,28.80605204,8.77510932,6.754169463
Hoshimachi Suisei - Ranbu no Melody (Cut Ver.) [Mugetsu],NM,6.209543838,28.45513269,8.415481779,6.746232419
THE ORAL CIGARETTES - ReI [Rain],NM,6.399174136,29.55684669,8.490404263,6.734990567
ryu5150 - Louder than steel [Onlybiscuit's Extra],NM,5.654679311,32.20125848,9.300873527,6.726930101
ZAQ - Caste Room [tomadoi & Karen's Ascension],NM,5.932821239,21.2988855,7.822166785,6.723401673
Neko Hacker - Kuishinbo Hacker feat. Kuishinbo Akachan [EX],HDNF,5.668591916,26.98661655,8.116012202,6.720137743
Ne Obliviscaris - Painters GAMMA [240 BPM],HD,6.571924215,93.02491794,23.84902381,6.719010391
THE ORAL CIGARETTES - 5150 [Expert],NM,6.1500094,25.22256847,7.962775454,6.715080846
Uesaka Sumire - EASY LOVE (TV Size) [TEASING MASTER],NM,6.081345601,21.49823094,7.422390041,6.698349652
xi - Blue Zenith (Cut Ver.) [A r M i N's Extreme],NM,6.060527165,36.32156404,9.845147104,6.68438969
THE ORAL CIGARETTES - GET BACK [Somewhere],NM,6.055971525,23.80315835,7.868033458,6.669845418
Kanpyohgo - Unmei no Dark Side -Rolling Gothic mix [FreeSongs' Rolling Hell],NM,6.564559821,33.44908125,9.517042122,6.666774483
Demetori - Hartmann no Youkai Shoujo ~ Todestrieb und Lebenstrieb [Extra Stage],NM,6.288398737,35.54468855,10.04459676,6.662885925
Hitomi Harada - Overdrive [Extra],NM,5.700060609,27.31561959,8.073019249,6.635689636
Seiryu - BLUE DRAGON [Kyshiro's Extra],NM,5.837044847,27.65976105,8.271576857,6.622653796
Renard - Dash Hopes 3 [300 BPM Madness!],NM,7.446936918,60.49937038,17.60595815,6.610324276
Panda Eyes & Teminite - Highscore [Game Over],NM,7.334755293,22.26204322,7.421720167,6.60686036
Kano - Sukisuki Zecchoushou [NiNo's Extra],NM,6.423914496,17.37277497,7.170451529,6.567583431
Various Artist - Oriental's Long Stream Practice & Training Maps 4 [BPM245 Invisible Frenzy],NM,6.309763467,139.3151377,36.28278839,6.541737218
Panda Eyes & Teminite - Immortal Flame (feat. Anna Yvette) [Eternal Blaze],NM,7.003500155,17.33330729,6.990092313,6.529030902
Ray - km/h (TV Size) [Kyuukai's Extreme],NM,6.197962717,24.48436932,7.565230705,6.52838182
TEARS OF TRAGEDY - Spring Memory [Satellite & ponbot's Bittersweet Memories],HD,5.331742975,24.50815014,7.632965575,6.502156778
Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Extreme],NM,6.592121668,22.58462313,7.602509304,6.499704457
Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Harupion's Extra],NM,6.113620655,27.9793573,8.298336681,6.474438192
inabakumori - Lost Umbrella [kusano's Extra],NM,5.205322522,17.44186794,7.230380288,6.468010722
THE ORAL CIGARETTES - ReI [Mir's Extra],NM,6.135169914,30.59230691,8.230952804,6.446095678
LiSA - confidence driver (Cut Ver.) [Expert],HD,6.161229549,19.18119559,6.987094887,6.444628079
"25-ji, Nightcord de. x Hatsune Miku - Jack Pot Sad Girl [Marionette Inside the Box]",NM,5.238657508,22.56078445,7.553612721,6.44255703
Suzuki Konomi - Realize (TV Size) [Grasp of the Undying],NM,6.303162442,18.00035612,6.900793445,6.421990247
AZKi - Fake.Fake.Fake [Collab Extra],NM,5.73294618,21.04312917,7.427021317,6.419177701
LiSA - Tsumibito [Desire],NM,6.214900176,21.55546443,7.339887578,6.401410629
Infected Mushroom - The Pretender [Pretender],NM,5.492186811,23.9583467,8.03133437,6.39857489
40mP feat. yuikonnu - Ame to Asphalt [Rain],NM,6.265702537,18.34810866,6.894499826,6.395259696
OxT - UNION (TV Size) [SSSS],NM,5.655973052,25.92744755,7.837056409,6.393691791
Ayane - FaV -F*** and Vanguard- [Happiness],NM,5.949963528,19.78441662,7.02858087,6.357199894
Mage - The Words I Never Said [Affliction],NM,5.507512183,59.58261311,13.1959984,6.343338021
TAROLIN feat. Katakiri Rekka - Cardinal Rave [Expert],HD,5.523466184,19.069204,7.280287448,6.314794329
Natsuiro Bikini no Prim - Nagisa no Koakuma Lovely~Radio [fanzhen's Expert],NM,5.321504901,29.36344616,8.065623695,6.289316558
"AliA - Kakurenbo [Ready, Set, Go!]",NM,6.097019424,20.73841039,7.104463365,6.284242042
"AliA - Kakurenbo [Ready, Set, Go!]",NM,6.097019424,20.73841039,7.104463365,6.284242042
96neko - Uso no Hibana [NiNo's Extra],NM,6.103744691,27.19534166,7.755661707,6.270972603
96neko - Uso no Hibana [NiNo's Extra],NM,6.103744691,27.19534166,7.755661707,6.270972603
Wakeshima Kanon - Tsukinami [Nostalgia],NM,6.146689429,22.84359639,7.176606246,6.269539283
pyrokinesis - absolutely black body [sssssssssssWs!],NM,5.935048588,21.0076632,6.979152252,6.264345744
Breathe Carolina & Sunstars - DYSYLM [Extra],NM,5.652702432,19.08058965,6.82680522,6.238918384
LeaF - Kyouki Ranbu [Extreme],HD,6.000805434,29.54679174,8.291142098,6.201999155
Xanthochroid - In Putris Stagnum [Neverending],NM,7.615721169,42.03219924,11.07967961,6.194680012
PSYQUI - Hype feat. Such [Phosphene],NM,5.48167044,24.33019678,8.563171268,6.178858864
THE ORAL CIGARETTES - Flower [Cataclysm],NM,6.270949032,21.96698776,7.373324732,6.166769305
positive MAD-crew - Mynarco [Extra],NM,5.517387813,34.66076245,8.929088769,6.162131197
The Winking Owl - Bloom [Blossom],NM,6.172472225,26.47061105,7.816689824,6.160916807
07th Expansion - rog-unlimitation [AngelHoney],HD,6.118307896,63.22457731,15.17333091,6.155940353
K A Z M A S A - Bon Appetit S (Oldskool HappyHardcore Remix) (Short Ver.) [blend s],NM,5.780178258,54.14884742,12.53180824,6.153097032
PassCode - Ray [Extreme],NM,6.287865116,20.92100331,7.051228848,6.122884173
DJ'TEKINA//SOMETHING - Internet bitch P*Light Remix [N/A Reboot],NM,5.932563265,25.2881732,7.78498751,6.120889693
"Aethral - It's Boss Time, dude [$$$$]",HD,5.55875591,23.05934211,7.598493236,6.104252039
Mimomo & Kotomugi - Invisible [HLW's Runpappa],NM,5.612910579,33.6720426,8.884767369,6.092984753
Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Stage 5],NM,6.255748069,45.25631108,11.12276287,6.085820173
yuikonnu - Heart no Atoaji [Sotarks' Emotions],NM,6.043173542,21.84001512,6.959212315,6.074176754
MYTH & ROID - Paradisus-Paradoxum [Curi's Extreme],NM,6.218864689,35.26376893,9.300645439,6.073646299
765 MILLION ALLSTARS - UNION!! [We are all MILLION!!],HD,6.250291569,21.12007584,6.974098751,6.059536867
Nakiri Ayame - KING [Cruelty],NM,5.247773036,18.69061609,6.81150119,6.058446744
toby fox - Last Goodbye [Determination],NM,5.771534023,19.73869501,6.635829208,6.040827245
toby fox - Last Goodbye [Determination],NM,5.771534023,19.73869501,6.635829208,6.040827245
Nanahoshi Kangengakudan - Rubik's Cube [Chaos's Expert],NM,5.464273408,67.41147495,14.8433882,6.036699951
Nanahoshi Kangengakudan - Rubik's Cube [Chaos's Expert],NM,5.464273408,67.41147495,14.8433882,6.036699951
44teru-k - F.I [Extra445],NM,5.111725551,48.84226105,12.29539124,6.026685482
44teru-k - F.I [Extra445],NM,5.111725551,48.84226105,12.29539124,6.026685482
TrySail - High Free Spirits -TV.Ver- [StarR's Extra],NM,6.018273298,21.21977921,6.735150467,6.008307448
TrySail - High Free Spirits -TV.Ver- [StarR's Extra],NM,6.018273298,21.21977921,6.735150467,6.008307448
cYsmix - triangles [Expert],NM,4.957406434,20.20576921,7.220500128,5.993308593
"otetsu - Minamo no Sakura, Yume wa Sakayume [NiNo's Extra]",HD,5.616417746,19.56170142,6.878033515,5.990792384
MOMOIRO CLOVER Z - SANTA SAN [1-2-SANTA],NM,6.317826037,17.02001742,6.406922803,5.988267911
nmk - sola [Extra],NM,5.696060152,36.88654899,9.274019818,5.972476951
Ikimonogakari - Blue Bird feat. k*chan [ dj-Jo Remix ] TV Size [Kirishima-'s Expert],NM,4.866308962,17.71576941,6.958110712,5.962530495
Gekidan Record feat. Nekomata Master - Houkou Orpheus [Expert],NM,4.946174059,32.44783258,8.475586782,5.89482333
Colors*Slash - Colors Power ni Omakasero! [Rainbows],NM,6.032605115,15.32405259,6.208970923,5.893000318
"Poppin'Party - Live Beyond!! [Let's Live, Smile, Run, and Shout!!]",NM,6.172393291,20.54094773,6.890733403,5.886804801
"Poppin'Party - Live Beyond!! [Let's Live, Smile, Run, and Shout!!]",NM,6.172393291,20.54094773,6.890733403,5.886804801
Power Of Nature - Shounen wa Sora o Tadoru [Special],NM,5.479451733,33.00805361,8.767982274,5.849439677
Ray - km/h (TV Size) [Gotta Go Fast!],NM,6.467316462,19.41749235,6.467555459,5.815823429
9mm Parabellum Bullet - Inferno [Tragic Death Extra],NM,6.143737898,36.71659288,9.573290399,5.799674127
Helblinde - Putin's Boner [Extra],NM,5.808594854,17.93804328,6.567869606,5.779530381
ShinRa-Bansho - Dramatic Hizakurige [adioni's Expert],NM,5.926606788,26.22675561,7.831223664,5.774435664
yuikonnu - Uchouten Vivace [Vivace!],NM,4.726463262,18.60301004,6.741284495,5.744220583
Mizuki Nana - STARTING NOW! (TV Size) [2D Supremacy],HD,5.607640485,27.24297446,7.458289415,5.7424975
yuikonnu - Yume Chizu [Another],NM,5.120760448,26.56697035,7.092314259,5.736372499
Fujiwara Chika (CV: Kohara Konomi) - Chikatto Chika Chika (TV Size) [Chika],NM,5.795931512,16.7353881,6.072526097,5.717543546
halca - Kokuhaku Bungee Jump [Sentimental Crisis],NM,5.912581053,22.91268533,6.895233712,5.717514824
96neko - Buriki no Dance [Delusion],NM,5.964545278,42.18523294,10.00563086,5.707111052
Imperial Circus Dead Decadence - Danzai No Honoo To Koibito-Tachi No Rondo [Piercing Pain],NM,5.440268916,37.09049095,9.317912927,5.702759827
Mrs. GREEN APPLE - Ao to Natsu [Reform's Summer],NM,6.137167592,18.0719225,6.275309906,5.689854564
Hoshimachi Suisei - phony [Sui-chan wa Kyou mo Kawaii!],NM,5.149536083,22.28591122,6.862099613,5.689099578
Inori Minase - Yume no Tsubomi [Promise],NM,5.997925103,21.69058332,6.679035562,5.684225719
kakichoco - Zan'ei [Illusion],NM,5.578497392,28.64180023,7.312327481,5.652438187
kakichoco - Zan'ei [Illusion],NM,5.578497392,28.64180023,7.312327481,5.652438187
Azusa Tadokoro - Koroaruki [Extra],NM,6.191279037,23.74455038,6.741120306,5.651270838
Inori Minase - Yume no Tsubomi [Promise],HD,5.997925103,21.21776202,6.559991371,5.623962115
nowisee - confusion [Mordred's Expert],NF,5.763954177,23.87067106,6.980708995,5.600626758
Shikai Yue - Telecaster B-boy [Free and Dead as a Bird],NM,5.256075821,21.51995802,6.571191225,5.55411256
Polyphia - O.D. [VINXIS' Extra],NM,5.433480826,23.9735047,7.490623598,5.552754691
Gary-lee Calvert - MC MENTAL @ HIS BEST [MC],NM,6.328815418,26.08598905,6.927983457,5.54343306
Ray - km/h (TV Size) [A r M i N's Extra],NM,5.891306546,19.77299393,6.264980236,5.520651053
Ice Nine Kills - IT Is The End [Mimari's Extra],NM,5.738198927,43.67557022,9.776784398,5.500561297
Kano - Dear Brave [Bravery],NM,6.021465304,20.46088681,6.304594206,5.491286032
Wakeshima Kanon - Not For Sale Fossil [Frail],HD,6.184569051,17.11361821,6.153991193,5.486935676
yuikonnu - Heart no Atoaji [Insane],NM,5.09544786,24.47698554,6.870871228,5.478117916
Yousei Teikoku - still alive [yami],NM,5.16850201,33.37411993,7.804949234,5.455874461
Camellia feat. Nanahira - finorza [Collab Another],NM,4.80792409,11.70851093,5.827064532,5.451237238
Heatbeat - Mortal Kombat [Mortal],NM,5.414827641,32.36590148,7.430313158,5.451046902
Yooh - snow storm -euphoria- [INFINITE],NM,5.372065958,34.07065077,8.583789446,5.447899637
Hoshimachi Suisei - GHOST [Meg's Extra],NM,5.622262635,25.47098217,7.159156898,5.418907106
Reol - Asymmetry [P A N's Extra],NM,5.488201046,23.2216767,6.566908418,5.411025136
AKINO from bless4 & CHiCO with HoneyWorks - MIIRO vs. Ai no Scenario [Tatoe],HD,5.98180005,17.73106174,6.073483406,5.406965477
Hikaru Station - My R [Letting Go],NM,6.519589397,25.43237815,6.798869328,5.403592719
Hanazono Tae (CV: Otsuka Sae) - Hanazono Denki Guitar!!! [Expert],NM,5.808798934,26.13689482,7.004360344,5.377629833
Minase Inori - Bokura wa Ima [Believe us],NM,6.401894539,21.67136947,6.553953328,5.377237353
Lil Mosey - Blueberry Faygo [Extreme],NM,5.980199237,12.91557896,5.565083684,5.361061599
KikuoHana - Desert Theater [Battle's Insane],HD,4.71153098,16.09070893,6.081776502,5.347378244
Caravan Palace - Lone Digger [Hayu's Hyper],NM,4.772402577,23.72545948,6.689116513,5.334500349
Super Chorogons - Maid with Dragons (TV Size) [Peaceful],NM,5.382329078,14.33298613,5.762558921,5.332703907
Noisia - Shellshock feat. Foreign Beggars [deetz's Insane],NM,4.77365055,27.89036732,7.241416204,5.308144736
Pratanallis feat. Tsuyuri Karin - Ren'ai Fantasy [Insane],HD,4.749169262,23.20010823,6.736100932,5.301622797
Nakamura Meiko - Core of Spark [Dash the Heart],NM,6.452988456,18.78230953,6.100355496,5.280915124
Tatsh - Xevel [Extra],HD,5.38187535,32.39962277,8.045440191,5.273640327
Project Grimoire - Caliburne ~Story of the Legendary sword~ [Extra],HD,5.812359431,24.44942057,6.917862465,5.271210301
Tech N9ne - Speedom (WWC2) (feat. Eminem & Krizz Kaliko) [Extreme],NM,5.856171287,23.1124253,6.664759062,5.267061874
Our Stolen Theory - United (L.A.O.S Remix) [Eternity],NM,5.936445306,25.70887544,7.032793788,5.251786992
Yamajet feat. Hiura Masako - Sunglow [Harmony],HD,6.246191308,15.79529646,5.627647402,5.251173998
Tatsh - Xevel [Extra],NM,5.38187535,33.45680936,8.236264395,5.243492985
Tatsh - Xevel [Extra],NM,5.38187535,33.45680936,8.236264395,5.243492985
Tatsh - Xevel [Extra],NM,5.38187535,33.45680936,8.236264395,5.243492985
DJ TOTTO feat. *spiLa* - illumina [expert*],NM,5.271949482,34.05941092,8.15309345,5.215878133
team Umifure - DEEP BLUE TOWN e Oide yo [Mir's Expert],NM,5.025260825,22.24022962,6.212034594,5.198773371
FROZEN QUALIA - Present [Petal],NM,5.681956022,19.49605756,6.00636651,5.17113586
Colors*Slash - Colors Power ni Omakasero! [Mitsuboshi Jump!],NM,6.152124002,14.05643806,5.422837099,5.164838604
Colors*Slash - Colors Power ni Omakasero! [Mitsuboshi Jump!],NM,6.152124002,14.05643806,5.422837099,5.164838604
Culprate - Beast (Vorso Remix) [JeZag's Insane],NM,4.603033369,20.62349026,6.654916668,5.163557191
KASAI HARCORES - TRIPLE PLAY [Triple Play],NM,5.595594541,26.43131603,7.667899923,5.15945215
Crywolf - Eyes Half Closed [Remap],NM,5.460696399,21.6966581,5.991832752,5.156224945
ZYTOKINE - Dancing Dollz feat. cold kiss - REDALiCE Remix [Extra],HD,5.378838081,21.28923169,6.188607574,5.155417524
MISATO - Necro Fantasia [Lunatic],NM,6.051965811,13.89316716,5.393189148,5.155241648
"Little Glee Monster - Dakara, Hitori ja Nai (TV Size) [Happiness]",NM,5.763313177,15.6782509,5.472353063,5.142995337
THE ORAL CIGARETTES - 5150 [Extra],NM,6.180439306,18.03249513,5.959898169,5.141351062
Mage - The Words I Never Said [Regret],NF,5.753690999,58.28352223,13.12464699,5.141248327
Mage - The Words I Never Said [Regret],NM,5.753690999,58.28352223,13.12464699,5.141248327
Mage - The Words I Never Said [Regret],NM,5.753690999,58.28352223,13.12464699,5.141248327
Nogizaka46 - Yubi Bouenkyou (TV Size) [Glaceon's Extra],NM,5.540147255,15.37754209,5.450935942,5.100431401
beatMARIO - Night of Knights [SOLO],FL,4.826753071,51.50262968,10.42096462,5.093745734
Kyary Pamyu Pamyu - Furisodation (DJ HKT's bootleg MIX) [Drunk on Love],NM,5.66107755,41.18093357,9.129052247,5.088450342
AKINO from bless4 - MIIRO [Miiro],NM,5.459550911,17.2520629,5.666184264,5.085745546
HyuN - Tokyo's Starlight [Collab Insane],HD,4.745607045,42.84133837,8.850220326,5.078064577
MISATO - Necro Fantasia [Lunatic],HD,6.051965811,13.62446035,5.279407599,5.055180077
fhana - little secret magic [HB's Expert],NM,5.508058755,15.91716304,5.481436777,5.019876517
Usada Pekora - Discommunication Alien [uwaaa],HDNF,4.75596346,29.38785346,6.878103444,4.974594581
Bentham - Chicago [Expert],NM,5.544854941,14.18544061,5.346389809,4.947687789
MASAKI (ZUNTATA) - Touhou Kijinretsu [ItsWinter's Insane],NM,4.859252415,26.84061473,6.97352257,4.937725678
Komiya Mao - (can you) understand me? [heh?],NM,5.30876709,19.00065059,5.540350422,4.88876544
fhana - little secret magic [Linada's Insane],NM,5.073052604,20.29975462,5.914719706,4.886712089
REDALiCE - Pekorap Tropical House Remix [Extra],NM,5.760897256,14.98821419,5.362992976,4.886086901
THE ORAL CIGARETTES - Miss Tail [Blackito's Expert],NM,4.963619913,25.15378964,6.557227801,4.884113103
Sangatsu no Phantasia - Pink Lemonade [Expert],NM,5.415587621,24.16907094,6.334048868,4.854304166
Brandy - Cross Time !! [captin's Extra],NM,4.96492587,29.35650029,7.106406753,4.848198521
t+pazolite - Party in the HOLLOWood feat. Nanahira [EXTreme],NM,5.777577224,19.65161379,6.034048535,4.812718623
REDALiCE - Great nano desu [Insane],NM,5.252775983,86.45344413,18.95717846,4.806946616
ShinRa-Bansho - Kakumei no bullet [UberFazz's Lunatic],NM,5.015295528,25.02899835,6.517955186,4.772076523
CHiCO with HoneyWorks - Kessen Spirit (TV Size) [Sotarks' Revolution],NM,6.223776017,20.48615345,5.739607196,4.766256278
xi - Ascension to Heaven [Extra],NM,5.638513605,49.666659,10.65415379,4.756961716
xi - Ascension to Heaven [Extra],NM,5.638513605,49.666659,10.65415379,4.756961716
Panda Eyes & Teminite - Highscore [Extra],NM,6.011725067,14.24896118,5.171931418,4.747280372
Avenged Sevenfold - Save Me [Tragedy],SD,6.099036951,19.53208078,5.689724192,4.744141707
MIMI feat. Hatsune Miku - Marshmary [Horizon],NM,5.491229107,17.7375192,5.30103216,4.707387713
SPYAIR - Sakura Mitsutsuki (TV Size) [Aurora],NM,5.734609884,17.39646836,5.444308383,4.694957086
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Extra Collab],NM,5.593598812,19.8938732,6.049080885,4.625229735
IOSYS - Cirno Chirumiru [Insane],NM,4.863408665,40.17972751,8.177210857,4.624831058
Hana - Songs Compilation [Sakura],NM,5.482436578,16.02316896,5.311843141,4.617368874
MIMI feat. Hatsune Miku - Marshmary [Horizon],HD,5.491229107,17.35758908,5.176126441,4.612879324
Hana - Sakura no Uta [litoluna's Extra],HD,5.504154786,17.66368215,5.28182365,4.596219628
Tsukumo Sana - Astrogirl [BEEEG Galaxy],NM,4.883675147,22.47325778,5.932048771,4.556920194
HoneyWorks feat. sana - Ijiwaru na Deai [wkyik meets love],NM,5.135514831,22.4690333,5.679147583,4.546856902
Feint - Tower Of Heaven (You Are Slaves) [Extra],NM,5.087090002,55.27979644,11.35920296,4.538809693
Feint - Tower Of Heaven (You Are Slaves) [Extra],NM,5.087090002,55.27979644,11.35920296,4.538809693
Feint - Tower Of Heaven (You Are Slaves) [Extra],NM,5.087090002,55.27979644,11.35920296,4.538809693
HAG - Colorful [Nevo's Expert],NM,5.473918882,11.18106456,4.780733079,4.536229913
ClariS - SHIORI -TV size mix- [Extra],NM,5.300088198,16.64851471,5.350104974,4.534781912
Reol - Asymmetry [-Leadercela-'s Insane],NM,4.901138088,20.05060821,5.514785194,4.509324606
DJ Fresh - Gold Dust [Insane],HD,4.929929693,21.35018479,5.587903994,4.495248678
Kidd Tetoon feat. Diego Smith - Illuminati (Cut Ver.) [Secreto],NM,5.028900127,15.91088923,4.897253833,4.49131945
I love you Orchestra - Coconut Love [Expert],NM,5.542809901,20.94097271,5.745776651,4.491197869
DragonForce - Ashes of the Dawn [Insane],NM,4.740297909,26.19794672,6.298061192,4.452159912
OwataP - Turkish March - Owata \(^o^)/ [<Normal Mode>],NM,5.861852272,27.58986401,6.555215651,4.448762326
ZUN - Dark Side of Fate [Lunatic],NM,4.784486675,42.41489697,9.325801369,4.444446879
Draw the Emotional - Sad spring [Akitoshi's Expert],NM,5.5248549,29.30524334,6.926112657,4.43440964
Phao - 2 Phut Hon [2p51],NM,4.733015446,15.43273915,5.120048848,4.433554756
Touno Sakura - PRIZM/CIRCUiT [Lovely],NM,4.657795167,25.62838376,6.179496567,4.427913363
Shoji Meguro - Kimi no Kioku (Aethral Remix) [Remembrance],NM,5.258176656,19.02811588,5.555063443,4.392999573
RADWIMPS - Zen Zen Zense (movie ver.) [Extra: Taki],NM,5.437408369,15.8703233,4.979565613,4.378461914
HO-KAGO TEA TIME - Kira Kira Days (Cut Ver.) [Reform's Expert],NM,5.452532018,13.55274683,4.738496995,4.366901277
KINEMA106 - Fly Away [Extra],HD,5.591382606,15.46538767,4.869808321,4.362438525
The Koxx - A FOOL MOON NIGHT (SHORT VER.) [Insane],HD,4.140175009,21.70719276,5.231897907,4.359437227
yanaginagi x THE SIXTH LIE - LEVEL (TV Size) [Expert],NM,4.916578728,25.70959886,6.244391521,4.334044279
TrySail - Utsuroi (Short Ver.) [mnyui's Extra],NM,5.279954856,11.1759377,4.511827388,4.311192256
ALiCE'S EMOTiON - Dark Flight Dreamer [Shawajoy's Lunatic],NM,5.288097234,25.14785152,6.272583942,4.291751422
Ando Hirokazu - Gourmet Race [Expert],NM,4.79689737,17.84844492,5.135893101,4.291281397
HyuN - Infinity Heaven [Ad Infinitum],NM,4.783571013,37.32179524,8.052399607,4.290688415
Trivium - Down From The Sky [Heavensfall],HD,5.08222835,26.31300957,6.400351252,4.289713897
Kano - Stella-rium [Extra],NM,5.64566802,25.63373703,5.978561211,4.283668434
Machico - fantastic dreamer [Meg's Extra],NM,5.283468846,18.64128247,5.025326002,4.245788357
Hyadain - Chocobo [Gold],NM,4.729072448,29.10894375,6.07699774,4.241029531
kis-kis - ne uchi (Cut Ver.) [Reform's Expert],NM,5.444426882,12.78985595,4.537356505,4.238844948
Frederic - oddloop [queerish dances],NM,5.263776304,16.16875262,4.702375181,4.166209427
Three feat. Kagamine Len - Ego Rock [Extra],NM,5.043585025,15.80355204,4.856510248,4.151246429
ClariS - SHIORI -TV size mix- [Habi's Extra],NM,5.163784236,16.74595778,4.686442971,4.14370481
Ryu* - I'm so Happy [Extreme],NM,4.960661359,29.1414957,6.773905633,4.134150896
ClariS - Hitorigoto -TV MIX- [Xxdeathx's Insane],NM,4.94273125,17.64759848,4.793850195,4.132155
Porno Graffitti - THE DAY [Meyrink's Insane],NM,5.136562006,16.89814548,4.806195499,4.127921306
Yorushika - Hana ni Bourei [Phantom],NM,4.673647318,20.89871818,5.196698969,4.126464467
GYZE - HONESTY [HEART OF SORROW],NM,5.331063823,39.15057702,8.662927832,4.124958435
Bad Bunny - La Santa (feat. Daddy Yankee) [no te hagas tu eres igual],NM,4.759164951,18.91220464,4.87504048,4.107077713
DECO*27 - Streaming Heart feat. Hatsune Miku [Extra],NM,5.386261211,17.88469855,5.299293373,4.095728529
Adust Rain - psychology [Shiinoha's Insane],NM,4.289876002,24.14805073,5.838404408,4.094980403
LADYBABY - Nippon Manju [TheMefisto's Insane],HD,4.963502391,32.1506073,6.690313631,4.081200589
RADWIMPS - Yume Tourou [Insane: Taki],NM,4.80720022,21.87316348,5.301169482,4.068413682
Various Artist - Oriental's Long Stream Practice & Training Maps [BPM176 Hana Kagerou],NM,4.568090211,96.7685423,21.30257463,4.058225443
WALKUERE - Ikenai Borderline [Insane],NM,4.815547566,16.8510777,4.619626804,4.054213523
Gohma - Forward [Light Breakout],NM,5.207053174,12.95739274,4.394897529,4.046606138
Reol - No title [Insane],HD,4.724431734,20.79866873,5.121419851,4.004459112
MISSING HEART - MOONLIGHT SHADOW (New Vocal Version) [Heavy],HT,4.432036266,26.79035471,5.535065389,3.989967256
Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Lunatic],NM,4.902603704,23.96377669,5.672984875,3.983521095
Breaking Benjamin - Breath [Extra],NM,5.272865847,19.25428947,4.885890278,3.981423119
xi - Halcyon -Long Version- [Demigod],NM,5.314979143,25.09134434,6.002206671,3.978628185
Eve - Outsider [Extra],NM,5.174943068,18.66334599,4.782602057,3.977900927
Roselia - -HEROIC ADVENT- [-SHIZUKU'S EXPERT-],HD,5.379618956,20.95885092,5.057792155,3.971833849
Fujijo Seitokai Shikkou-bu - Best FriendS -TV Size- [Fycho's Insane],NM,4.899453178,20.82167813,4.876439951,3.970444467
Akatsuki Records x Liz Triangle - First Memory / Next Memory [Marathon],NM,5.320512305,14.73492315,4.542115041,3.965017111
S3RL - Pika Girl [Insane],NM,4.57261979,25.10644778,5.837962365,3.958850109
"Wizet, Nexon - Various BGM [Glacier Adventure]",HD,4.509083646,45.59354142,8.509406607,3.954843159
Mitsuki Kotono - Fuyu ni Saku Hana [Nostalgia],HD,5.449980409,18.27669558,4.691743573,3.951835377
An - artcore JINJA [Lunatic],NM,5.014191541,21.74013429,5.230765191,3.93908398
kalon. - Juubaku [VINXIS' Insane],NM,4.81922072,18.93541022,5.066372514,3.937241907
Baby's breath - Kusabi [Flame Haze's Insane],NM,4.776886248,22.39427209,5.225100748,3.929420347
THE ORAL CIGARETTES - Amy [Meg's Extra],NM,5.624847096,15.30746922,4.469646468,3.924335056
Hanatan - Airman ga Taosenai (SOUND HOLIC Ver.) [Insane],HD,4.893240826,31.36811983,6.908797969,3.922740728
supercell - Kimi no Shiranai Monogatari -TV Edit- [Insane],NM,4.69166567,19.29040053,4.779892281,3.899941419
EVO+ - [A]ddiction [Insane],NM,4.64287149,22.20173658,5.213504586,3.89809972
Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [My Angel Kuki's Expert],NM,4.940866712,22.33258814,5.306098435,3.876248709
Imperial Circus Dead Decadence - Uta [Collab],NM,5.093824903,26.1674171,5.7747672,3.851244957
