beatmap_name,mods,stars_live,neg_loglik_SS,neg_loglik_300s_and_100s,neg_loglik_FC
Imperial Circus Dead Decadence - Uta [Collab],NM,5.093824903,26.1674171,5.7747672,3.851244957
ELECTROCUTICA - Dependence Intension [AERIL'S INSANE],NM,4.50460107,15.58762621,4.652720818,3.847170608
Starset - My Demons [Survivability],HD,5.455327784,12.92583515,4.235762315,3.844724548
Sakamoto Maaya - Okaerinasai (tomatomerde Remix) [Collab],NM,4.654189034,20.44584141,4.864794933,3.805394597
Lana Del Rey - Dark Paradise [A Bitter Melody],NM,4.476755995,29.8488155,6.343303805,3.802148322
sweet ARMS - I swear (TV Size) [Yasai's Extra],NM,5.352418513,17.57038075,4.541005103,3.796801629
amazarashi - Kisetsu wa Tsugitsugi Shindeiku [Insane],HDSD,4.795324452,16.03724658,4.42675314,3.795446379
Seiryu - BLUE DRAGON [Fiery's Insane],NM,4.83871069,22.09596083,5.108443805,3.762441702
Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Yuuma & Amateurre's Insane],NM,4.899620121,15.1553815,4.448568978,3.748946381
CloZee - Koto [CChu's Intense],HD,5.098392139,24.64783623,5.886609101,3.745290703
Meiko - Leave The Lights On (KROT Remix) [Insane],NM,4.06974258,20.56156748,4.885239902,3.733520152
Delta Heavy & MUZZ - Higher Ground (feat. Cammie Robinson) (Cut Ver.) [Reaching Out],NM,4.540894128,16.39973724,4.508275273,3.729569108
Mutsuhiko Izumi - Chinese Snowy Dance [Insane],NM,4.722981585,37.61891518,7.464784459,3.716440127
GHOSTEMANE - Mercury: Retrograde [Kalindraz's Insane],NM,4.458197193,17.89843026,4.577883198,3.704049974
Geri Halliwell - It's Raining Men [HP's Slip 'n Slide Mishap],NM,4.187495281,25.87555555,5.918972672,3.686333328
sweet ARMS - Trust in you (TV Size) [Another],NM,4.647580554,15.06062557,4.391512732,3.683989924
Lia - Bravely You (TV Size) [-Tochi's Insane],NM,4.623425115,18.74727478,4.54228778,3.683434076
TUYU - Songs Compilation [Sorrow],NM,5.095771097,20.83796151,4.965690173,3.681947167
goreshit - there are no angels here. [archangeloi.],NM,5.320569745,26.38103603,5.706415005,3.672481688
VINXIS - Sidetracked Day [Daydream],NM,5.40089956,30.90939521,6.939467808,3.662062068
Ye Mao - Red Sun In The Sky [Insane],NM,4.543203658,17.27644389,4.228447351,3.642089864
Yuyoyuppe - AiAe [Another],NM,4.705918789,34.49320208,6.726486472,3.635079127
the peggies - Ashiato (TV Size) [Aistre's Insane],NM,4.228402314,20.56579813,4.733610965,3.633993281
Oskar Schuster - Fjarlaegur (Cypix Remix) [Insane],NM,4.379244515,12.4919802,3.961116671,3.613310128
saradisk - 168 - 401 [Insane],NM,4.335289418,17.55385471,4.499004283,3.609588758
Fractal Dreamers - Gardens Under A Spring Sky [Hyper],HD,4.67013489,33.75440393,6.730657511,3.571071521
455-38B - G e n g a o z o - f o o n [Insane],HD,4.025744554,41.80952699,7.449883412,3.560971872
9mm Parabellum Bullet - Inferno [Agonizing Insane],NM,4.662439042,23.27513879,5.116121915,3.540061198
ke-ji feat. Nanahira - Ange du Blanc Pur [Insane],NM,4.679647825,23.87012007,5.481399774,3.537527326
DM DOKURO - SAVE (Encore) [Fatfan's Expert],NM,4.998148763,12.28669575,3.863307887,3.533232925
Araki - Teo [Sotarks' Insane],NM,4.564661314,17.8634971,4.830934672,3.514048945
UNDEAD CORPORATION - Yoru Naku Usagi wa Yume o Miru [Lunatic],NM,5.195631744,18.85234929,4.716901172,3.506993268
EVO+ - [A]ddiction [117's Insane],NM,4.153993926,23.63975254,4.850491615,3.503460823
AAAA vs. Morimori Atsushi - Xrocus [Insane],NM,4.650224941,23.47377228,5.364038848,3.497608525
Mrs. GREEN APPLE - Inferno (TV Size) [Fire Force],HD,4.713284816,17.23366722,4.323305474,3.468302919
HAG - Arrow [Firika's Insane],NM,4.406599083,21.54614859,4.77078181,3.463267117
mimimemeMIMI - Harebare Fanfare [Hazu's Insane],NM,4.427604693,11.98030564,3.703682057,3.454296865
YOASOBI - Love Letter [Please accept my overflowing emotions.],HD,4.41688205,13.13268329,4.019121047,3.448109007
LVTHER - Some Kind Of Magic (Feat. MYZICA) [Walao's Insane],HD,4.152145836,15.16810897,3.908781912,3.444870382
Kayano Ai - Oracion(TV-Size) [wkyik's Insane],NM,4.437269199,20.6630652,4.655390891,3.433460138
Starset - My Demons [Insane],NM,4.496890779,13.38475253,3.971962417,3.431838147
Toyama Nao - Gunjou Infinity [Abelia's Insane],NM,4.655378684,16.48687955,4.193002866,3.391745196
Camellia - Fastest Crash [Collab Insane],NM,4.733254404,18.80868585,4.634067705,3.373918617
Bladee - Hotel Breakfast [Good boyy],NM,3.984093776,18.40435804,4.152841891,3.373488882
BLACKPINK - Pink Venom [Taste That!],NM,4.652882638,15.47405641,4.065260785,3.366818416
kis-kis - ne uchi (Cut Ver.) [Insane],NM,4.365271552,11.48889709,3.727857116,3.366116024
OxT - Silent Solitude [Ipas' Insane],NM,4.103263524,16.74614852,4.206326378,3.362274979
Laur - Sound Chimera [Orthrus],HD,4.494444827,16.3149461,4.367203045,3.350280509
THE ORAL CIGARETTES - ReI [Suou's Insane ft. torriru],HD,4.641608644,24.30481651,5.1017357,3.346914557
Panda Eyes & Teminite - Immortal Flame (feat. Anna Yvette) [Insane],NM,4.253462188,16.29270897,4.210067396,3.345405377
Dark PHOENiX - Taketori Hishou [Extra],NM,5.049798086,24.08243698,5.259498309,3.345207101
Various Artist - Long Stream Practice Maps [Ai no Niwa BPM120],NF,3.294525119,73.98602452,14.19382811,3.33347561
technoplanet - Juvenile [Insane],NM,4.675072571,23.90502662,5.1393228,3.318551896
Foreground Eclipse - Storytellers [Lunatic],NM,4.586962021,17.41735232,4.284200931,3.278782834
Yooh - snow storm -euphoria- [EXHAUST],NM,4.796489524,27.2751575,5.743036814,3.265140318
Tomatsu Haruka - courage (TV Size) [NiNo's Insane],NM,4.297535369,12.04054084,3.705847337,3.26442134
Omoi - Snow Drive(01.23) [pk's Insane],NM,4.649038423,10.68365152,3.694115203,3.257544963
Hyadain - Megaman Mix [Marathon],FL,2.804549855,17.26438211,4.291890864,3.251248648
Hyadain - Hyadain's Jojo Yujo (TV Size) [Karaage's Insane!],NM,3.978816386,14.05039413,3.930642876,3.224712998
ayase rie - yuima-ru*world [Real's Insane],HD,4.350004994,21.13017717,4.639250848,3.218198019
"Wake Up, May'n! - One In A Billion [Rosiie's Insane]",NM,4.59351047,13.24210619,3.697879929,3.206975193
Riryka - Glass no Loneliness [Clear],HD,3.61772732,27.94961267,5.132295015,3.201453934
Within Temptation - The Unforgiving [Stairway to the Skies],FL,3.019800794,28.14781122,4.931017632,3.195429897
Within Temptation - The Unforgiving [Stairway to the Skies],FL,3.019800794,28.14781122,4.931017632,3.195429897
Krewella - Live for the Night (Nightstep Mix) [-Yuzuriha's Insane],HD,4.070018464,25.99459319,5.598882349,3.195398753
Feint - Tower Of Heaven (You Are Slaves) [Another],NM,4.392075877,38.47528787,6.873301996,3.182224327
Hyadain - Hyadain's Jojo Yujo (TV Size) [Hard!],NM,3.3212361,16.45011509,4.036596266,3.141222062
Seishun Buta Yarou Cast - Fukashigi no Karte [Uyamuya],NM,3.612963046,17.397433,3.952664557,3.110308289
ViViD - HIKARI (TV Size) [browiec's Insane],NM,4.495674136,10.33730788,3.447621022,3.105421428
Memme - Xiao Long Bao [Another],NM,4.409428387,26.19089879,4.954536664,3.095143732
Grant Kirkhope - King Sandybutt's Tomb [I    N    S    A    N    E],NF,4.402617735,18.71321618,4.260424413,3.087400882
HO-KAGO TEA TIME - Kira Kira Days [pkhg's Insane!!],NM,3.936885348,13.24579571,3.597832697,3.053163275
"storyteller(cosMo x GAiA) feat. IA, Kagamine Rin - Anti the EuphoriaHOLiC [Nowa's Insane]",NM,4.609224988,19.10071687,4.564888106,3.050860002
Bad Bunny x Mora - Una Vez (Cut Ver.) [PKHG'S HARD],NM,3.288630203,21.11180385,4.38859638,2.977469918
YOASOBI - Yoru ni Kakeru [Hard],NM,3.221890599,18.76670641,4.096897244,2.972826551
"Ben and Ben - Kathang Isip [Burst damage or damage over time, it's still the same when you let go.]",NM,3.361084182,16.34774892,4.042237669,2.959858699
Down - Ekoro [Light Insane],NM,3.91297766,17.02721055,4.023057308,2.934041674
Linked Horizon - Guren no Yumiya (TV Size) [Insane],NM,4.083471159,17.34245763,4.038501035,2.911427499
Mizuki Nana - STARTING NOW! [Nowa's Hyper],NM,3.901687409,13.53277022,3.685298851,2.871649833
TRUE - Soundscape [Waji's Hard],NM,3.34918315,15.5524004,3.641492309,2.82108374
S3RL - I'll See You Again (feat. Chi Chi) [Hard],NM,3.28485386,16.46373517,3.579207301,2.769582547
Sonny Shimoda & Shoebill - Relapped Foxification [Moderately Renarded],NM,2.973154777,20.08341778,3.906953487,2.762188805
Syoko Hoshi (CV: Satsumi Matsuda) - Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix [Yuria's Insane],HD,4.019959841,9.10439225,3.088600141,2.692043883
Ricky Montgomery - Cabo [Hard],NM,3.021475372,19.33174558,3.925340034,2.689254505
Yuma Mizonokuchi feat. Ai Ohsera - Princess Lily [Hard],NM,3.600707308,13.64096879,3.3771014,2.669044876
BTS - IDOL [Collab Hard],NM,3.11964844,20.55884988,3.857928274,2.61335983
Knife Party & Tom Morello - Battle Sirens (RIOT Remix) [Djulus' Hyper],NM,3.542634957,11.70767565,3.016203999,2.441832723
