hidden_layer_count,hidden_layer_size,dropout_percent,init_learning_rate,decay_step_count,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,val_loss_0,val_loss_1,val_loss_2,val_loss_3,val_loss_4,val_loss_5,val_loss_6,val_loss_7
3,256,0.05,0.001,100,0.4908900856971741,0.35299280285835266,0.3550243675708771,0.3586646318435669,0.34843122959136963,0.34729135036468506,0.34902694821357727,0.35082826018333435,0.26654061675071716,0.25228846073150635,0.24118173122406006,0.23309996724128723,0.332721084356308,0.20952245593070984,0.2229895442724228,0.22114388644695282
3,256,0.05,0.001,10,0.5683057308197021,0.45010071992874146,0.4548078775405884,0.4603143036365509,0.4465674161911011,0.4440464973449707,0.44649749994277954,0.44931337237358093,0.27657508850097656,0.3434317111968994,0.3434869647026062,0.2778543531894684,0.24539005756378174,0.35443007946014404,0.32471615076065063,0.3141896724700928
3,256,0.05,0.0001,1000,1.361522912979126,0.3707154393196106,0.35997286438941956,0.3597900867462158,0.3478255271911621,0.34503164887428284,0.34599828720092773,0.3477632701396942,0.2832324206829071,0.31666669249534607,0.29769375920295715,0.1889878213405609,0.26104068756103516,0.25942015647888184,0.23089152574539185,0.28631100058555603
3,256,0.05,0.0001,100,1.560258388519287,0.4462758004665375,0.42019885778427124,0.4199233055114746,0.408009797334671,0.4058433771133423,0.40828070044517517,0.4103648364543915,0.22825925052165985,0.25651270151138306,0.3031751215457916,0.26658502221107483,0.25673994421958923,0.2991566061973572,0.2708752751350403,0.24437585473060608
3,256,0.05,0.0001,10,3.3708605766296387,3.1277589797973633,3.1412899494171143,3.1818721294403076,3.0987448692321777,3.0481138229370117,3.1089980602264404,3.1227023601531982,0.8327147364616394,1.9210515022277832,1.7095762491226196,1.3079863786697388,1.337409496307373,1.4070404767990112,1.788570761680603,2.238492965698242
3,512,0.2,0.01,1000,0.7899147868156433,0.3987315595149994,0.400902658700943,0.41760775446891785,0.39691925048828125,0.39855244755744934,0.3957105278968811,0.39703503251075745,0.32770946621894836,0.22307702898979187,0.3990946412086487,0.22740817070007324,0.26813217997550964,0.41865265369415283,0.250187486410141,0.2270885407924652
3,512,0.2,0.01,100,0.6828967332839966,0.3559316098690033,0.35623568296432495,0.35918498039245605,0.34856703877449036,0.3480238616466522,0.34903228282928467,0.35100892186164856,0.23276568949222565,0.30471038818359375,0.25394415855407715,0.2131519764661789,0.30551227927207947,0.2920375466346741,0.2482699602842331,0.25934845209121704
3,512,0.2,0.01,10,0.7484325766563416,0.3839436173439026,0.3884357511997223,0.39222681522369385,0.38149452209472656,0.3812410831451416,0.38209202885627747,0.3842926025390625,0.283552348613739,0.3189534842967987,0.3233802914619446,0.27008727192878723,0.26609280705451965,0.3265473246574402,0.3189381957054138,0.3122769594192505
3,512,0.2,0.001,1000,0.5390692949295044,0.368728369474411,0.3715611696243286,0.37545859813690186,0.3647896647453308,0.3649061918258667,0.36480894684791565,0.36655551195144653,0.3030305802822113,0.26885491609573364,0.26248252391815186,0.29629701375961304,0.28989237546920776,0.3157961666584015,0.20410242676734924,0.21110181510448456
3,512,0.2,0.001,100,0.5552183985710144,0.3558236360549927,0.3578653335571289,0.36103254556655884,0.3510015606880188,0.3499234616756439,0.3517633080482483,0.35360610485076904,0.23474536836147308,0.29722341895103455,0.25861480832099915,0.27865132689476013,0.25491863489151,0.2904815971851349,0.2753554880619049,0.25108087062835693
3,512,0.2,0.001,10,0.6553200483322144,0.4648801386356354,0.46778029203414917,0.4739154279232025,0.4605826139450073,0.45945850014686584,0.4608552157878876,0.46446558833122253,0.35315442085266113,0.35062354803085327,0.3720962405204773,0.3210700750350952,0.36284807324409485,0.29437315464019775,0.30692389607429504,0.3483239412307739
3,512,0.2,0.0001,1000,1.2002886533737183,0.3731822371482849,0.3628762662410736,0.36244386434555054,0.3504120707511902,0.34732821583747864,0.3483960032463074,0.3499355912208557,0.3382875323295593,0.24803513288497925,0.22438526153564453,0.267442911863327,0.2014576494693756,0.25448840856552124,0.2603246569633484,0.23912540078163147
3,512,0.2,0.0001,100,1.1413975954055786,0.4038231372833252,0.3995509445667267,0.4012480080127716,0.39022988080978394,0.3888967037200928,0.3909949064254761,0.3928869664669037,0.30390429496765137,0.3278758227825165,0.23278070986270905,0.2420426905155182,0.3372687101364136,0.32327306270599365,0.3105628192424774,0.3358430862426758
3,512,0.2,0.0001,10,3.3864433765411377,3.0550599098205566,3.0750181674957275,3.110215425491333,3.0203633308410645,2.9969685077667236,3.0230672359466553,3.0514142513275146,0.6764601469039917,0.9113705158233643,1.3795353174209595,1.327899694442749,1.1573240756988525,1.027328610420227,1.4562559127807617,1.2156481742858887
3,512,0.1,0.01,1000,0.7306680679321289,0.3964456617832184,0.41693052649497986,0.4062580466270447,0.4037275016307831,0.39568892121315,0.3952028751373291,0.39704394340515137,0.47735893726348877,0.31515130400657654,0.2547706365585327,0.3617091774940491,0.3390621542930603,0.23079021275043488,0.20751824975013733,0.2751055955886841
3,512,0.1,0.01,100,0.7634267807006836,0.351932555437088,0.3533470332622528,0.35614076256752014,0.3459976017475128,0.345281720161438,0.34673425555229187,0.34853115677833557,0.18502436578273773,0.2698533535003662,0.2477499097585678,0.2641742527484894,0.24637088179588318,0.2342076301574707,0.20611736178398132,0.2758166790008545
3,512,0.1,0.01,10,0.7822043895721436,0.37524494528770447,0.3800564408302307,0.38368985056877136,0.37318289279937744,0.37250328063964844,0.37383973598480225,0.3758178651332855,0.2613855004310608,0.2761152386665344,0.29631298780441284,0.3191623389720917,0.32091665267944336,0.3023335933685303,0.32715359330177307,0.23221808671951294
3,512,0.1,0.001,1000,0.4962044060230255,0.3524526357650757,0.3560176491737366,0.3586461544036865,0.34907904267311096,0.3467470705509186,0.34697800874710083,0.34888991713523865,0.2315598875284195,0.34203675389289856,0.2831524908542633,0.319675087928772,0.2731817066669464,0.3031153082847595,0.2919543981552124,0.23500072956085205
3,512,0.1,0.001,100,0.5376128554344177,0.3558979034423828,0.35806339979171753,0.36168259382247925,0.35087716579437256,0.3509872555732727,0.3518618643283844,0.35385534167289734,0.2598283886909485,0.2778874635696411,0.2581452429294586,0.21541789174079895,0.26813703775405884,0.2452246993780136,0.1977037787437439,0.2706812620162964
3,512,0.1,0.001,10,0.5771664381027222,0.42445653676986694,0.42867547273635864,0.4327313303947449,0.4219071567058563,0.4208206236362457,0.4220290780067444,0.4252369999885559,0.2689044177532196,0.31183597445487976,0.2610790431499481,0.3069104552268982,0.3981071710586548,0.28708764910697937,0.3204614520072937,0.27996379137039185
3,512,0.1,0.0001,1000,0.7435470223426819,0.3604147732257843,0.3563501834869385,0.35774773359298706,0.34678953886032104,0.343979150056839,0.3452591300010681,0.3469456732273102,0.33918410539627075,0.29355838894844055,0.2518761157989502,0.26895391941070557,0.2952711582183838,0.2102961540222168,0.27555525302886963,0.25871747732162476
3,512,0.1,0.0001,100,1.1036440134048462,0.3896535634994507,0.385929673910141,0.38872644305229187,0.37753960490226746,0.37573134899139404,0.3783546984195709,0.37938734889030457,0.30051112174987793,0.23212507367134094,0.33076462149620056,0.2388879507780075,0.27704256772994995,0.31925007700920105,0.2516781687736511,0.25991177558898926
3,512,0.1,0.0001,10,2.771027088165283,2.5057404041290283,2.5226383209228516,2.5518712997436523,2.4804913997650146,2.451685667037964,2.475520372390747,2.5058467388153076,1.355333924293518,1.2302303314208984,0.9021207094192505,1.1202377080917358,1.2779821157455444,1.4226315021514893,1.9182915687561035,0.9820870757102966
3,512,0.05,0.01,1000,0.8445976972579956,0.37330368161201477,0.3941810131072998,0.40624478459358215,0.3946893811225891,0.3963475227355957,0.40094250440597534,0.39715874195098877,0.3533579707145691,0.2869460880756378,0.30366507172584534,0.27665436267852783,0.24701151251792908,0.3460017442703247,0.3094407916069031,0.34608760476112366
3,512,0.05,0.01,100,0.9571149945259094,0.3600475788116455,0.3631128668785095,0.3661661148071289,0.35547763109207153,0.354653537273407,0.3557644784450531,0.35822516679763794,0.2956930696964264,0.3244509994983673,0.2849240303039551,0.3185887932777405,0.2810041010379791,0.28954389691352844,0.293118417263031,0.276900053024292
3,512,0.05,0.01,10,0.8412746787071228,0.3724430203437805,0.3772701323032379,0.38045984506607056,0.37044036388397217,0.3696441650390625,0.37057289481163025,0.3728622496128082,0.32559338212013245,0.2925341725349426,0.2396615892648697,0.26830339431762695,0.35783296823501587,0.30040621757507324,0.23598773777484894,0.2816984951496124
3,512,0.05,0.001,1000,0.5553373098373413,0.3502019941806793,0.3519701063632965,0.35539689660072327,0.34468892216682434,0.3422381281852722,0.34327441453933716,0.3452291190624237,0.28697097301483154,0.21422754228115082,0.23304760456085205,0.2810438871383667,0.24338537454605103,0.22062921524047852,0.21609441936016083,0.31139466166496277
3,512,0.05,0.001,100,0.6180410981178284,0.35245057940483093,0.35418540239334106,0.35774457454681396,0.34755364060401917,0.3464432954788208,0.3481023907661438,0.3499773144721985,0.2685087025165558,0.27567803859710693,0.24768951535224915,0.23888176679611206,0.3515866696834564,0.24294891953468323,0.26219576597213745,0.31804153323173523
3,512,0.05,0.001,10,0.592004120349884,0.40192896127700806,0.40664350986480713,0.4107615649700165,0.3987511098384857,0.3972528576850891,0.3997521996498108,0.40192756056785583,0.308984637260437,0.20402979850769043,0.22721712291240692,0.26524782180786133,0.2905745208263397,0.2745797038078308,0.2156054973602295,0.32858389616012573
3,512,0.05,0.0001,1000,0.8978009223937988,0.359052449464798,0.3542757034301758,0.35582235455513,0.34501779079437256,0.3423246443271637,0.3437499403953552,0.34556302428245544,0.2999638319015503,0.23412327468395233,0.22735805809497833,0.25516045093536377,0.26332351565361023,0.28702887892723083,0.25580891966819763,0.23289383947849274
3,512,0.05,0.0001,100,0.8974049091339111,0.3797266483306885,0.37657782435417175,0.3789471983909607,0.36849161982536316,0.36688342690467834,0.36923518776893616,0.3705713748931885,0.30344876646995544,0.3020276129245758,0.3216753900051117,0.3281953036785126,0.24647508561611176,0.25439202785491943,0.27579227089881897,0.22991755604743958
3,512,0.05,0.0001,10,2.543658494949341,2.33139705657959,2.357818603515625,2.3664562702178955,2.306204080581665,2.2819905281066895,2.311973810195923,2.3275132179260254,1.2659013271331787,1.4351283311843872,1.2714529037475586,1.4924943447113037,0.8701343536376953,0.7451245188713074,0.9375531673431396,1.7073485851287842
4,128,0.2,0.01,1000,0.4357459247112274,0.38102731108665466,0.3909357786178589,0.4055670499801636,0.3850322365760803,0.38525572419166565,0.3816940188407898,0.385052353143692,0.2690650224685669,0.3562681972980499,0.30672603845596313,0.22385698556900024,0.38789239525794983,0.27159395813941956,0.29211488366127014,0.32363948225975037
4,128,0.2,0.01,100,0.4695371985435486,0.3598633110523224,0.3617878258228302,0.3650450110435486,0.35479238629341125,0.3538806140422821,0.3548409044742584,0.35711008310317993,0.2963227927684784,0.2016163319349289,0.3478003144264221,0.29519563913345337,0.26411402225494385,0.28701406717300415,0.20773831009864807,0.310804545879364
4,128,0.2,0.01,10,0.42714858055114746,0.3793098032474518,0.38394811749458313,0.38739141821861267,0.3768841326236725,0.3765532970428467,0.37736669182777405,0.37949028611183167,0.37834957242012024,0.23646295070648193,0.24362467229366302,0.25680649280548096,0.24817407131195068,0.25418820977211,0.3642098605632782,0.3142258822917938
4,128,0.2,0.001,1000,0.5575437545776367,0.35807374119758606,0.357216477394104,0.3590695559978485,0.34795302152633667,0.345971018075943,0.34659484028816223,0.34849312901496887,0.2834393382072449,0.27341681718826294,0.2760396897792816,0.28154483437538147,0.29188451170921326,0.2079935371875763,0.30268222093582153,0.3201448321342468
