replay_idx,beatmap_name,mod_str,nm_stars,num_objects,neg_loglik_SS,neg_loglik_S,neg_loglik_FC
305,Teminite & MDK - Space Invaders [Dimensional Virtual Arcade],NM,8.036364079578016,1280,120.45171260933581,61.67167195044628,58.104798030485505
306,Mimomo & Kotomugi - Invisible [HLW's Runpappa],NM,5.612910579034445,951,89.29430333837158,24.247178625892847,18.218288014871646
307,FROZEN QUALIA - Present [Petal],NM,5.68195602194873,817,56.695193036108954,15.383128888522295,12.577831568219903
308,LiSA - Believe in ourselves [Our Everlasting Love],HDDT,6.335974886314331,1151,105.50194699615125,42.710002849265244,37.46451773397137
309,tokiwa yuu - shounen ripples [Arles],NM,8.111010138085122,1574,211.21750066507343,93.4847240988344,83.33360256478562
310,Nanahira - Chikatto Chika Chika [Reform's Expert],HDDT,5.433874874710737,252,18.348595635169673,8.042215783484076,7.611739506733321
311,Icon For Hire - Make a Move (Speed Up Ver.) [Lami's Extra],HDHR,5.870890551344569,182,8.648015209149838,3.171923898586729,3.017379193579885
312,DimierLisb - Antiqua Doll [Psychoderia],NM,7.456298104621407,1309,210.67653751455885,81.02395557937987,66.35467700572829
313,HAG - Arrow [Firika's Insane],NM,4.4065990832358,796,55.469443057804284,11.933124769969629,9.184209844173791
314,Junjou no Afilia - Kyuukyoku Unbalance! (TV Size) [Kowari's Insane],HDDT,4.245951829561468,330,24.998032735186488,5.71191989744908,4.37043686551069
315,"Ben and Ben - Kathang Isip [Burst damage or damage over time, it's still the same when you let go.]",NM,3.3610841820547104,700,40.25152829552454,11.457631909887047,9.108271655331329
316,Various Artists - Jump & Stream Practice [Fort's Call me it. [it.]],HRNF,8.09664249881657,230,37.827376265477746,20.552700392936273,18.60803582099079
317,Ikimonogakari - Blue Bird feat. k*chan [ dj-Jo Remix ] TV Size [Kirishima-'s Expert],NM,4.866308962063394,362,25.219974958494245,9.136359775035672,7.8377671045242385
318,YOASOBI - Yasashii Suisei (TV Size) [Frail],HDDT,4.245266545483829,288,19.4755803826693,7.066483943488797,6.436208245052415
319,DM DOKURO - SAVE (Encore) [Fatfan's Expert],HDDT,4.998148762685445,297,16.34474479436902,6.575228344654517,6.115144074980826
320,II-L - SPUTNIK-3 [Beyond OWC],NM,6.187928557686603,1240,203.99204655557787,62.85066742628742,46.76177539543555
321,TrySail - High Free Spirits -TV.Ver- [StarR's Extra],NM,6.01827329823593,359,26.043450639018644,8.02413643725771,7.097537279798848
322,Tsuji Ayano - Kaze ni Naru [Insane],HDDT,3.564236216558729,390,18.78678721256046,4.3525445929132,3.675497010626609
323,TRUE - Soundscape [Waji's Hard],NM,3.349183149639687,261,15.12742056227835,4.0158523411586655,3.335077655313893
324,II-L - VOSTOK-3 [Basic],NM,7.091104269249368,972,121.69732030487961,50.216298032432476,45.25716287541178
325,Diana Garnet - Spinning World (Anime Ver.) [Sotarks' Insane],HDDT,4.824800172457263,329,20.576384565854912,7.7187464518750515,7.103747203788766
326,Caravan Palace - Lone Digger [Hayu's Hyper],NM,4.7724025773526,616,45.739955688393835,11.059307830453104,9.039040235737604
327,"Wake Up, May'n! - One In A Billion [Rosiie's Insane]",NM,4.59351047039322,797,35.24894008580553,9.743249689334606,8.554795144072596
328,IOSYS - Endless Tewi-ma Park [Tewi 2B],DT,2.697355316742219,248,21.712105492808323,4.549315952031943,3.41184353178808
329,HyuN - Tokyo's Starlight [Collab Insane],HD,4.745607045413487,688,84.28115739002627,17.07364133178614,10.757569059645235
330,DragonForce - Scars of Yesterday [Waste of Time],EZHT,7.418589137556257,3520,910.3987711106487,426.33868404677077,287.63666393854095
331,MIMI feat. Hatsune Miku - Ai no Sukima [Radiance],HDHR,5.794779356941696,226,11.57678930006187,3.009633450039898,2.733594202670229
332,katagiri - The Eve of the Breakcore Revolution [Extra],NF,6.735443720327536,1164,207.28092935035,80.38388563072401,63.8806536020469
333,Reol - No title [Insane],HD,4.724431734412594,988,64.37694960981148,17.101806774062922,14.420009557871191
334,Roselia - This game [Last Game],NM,5.612609502323772,482,33.093057677954306,11.327890269876427,9.889714155459973
335,S3RL - Bass Slut (Original Mix) [Reform's Filthy Expert],HDDT,5.296457514911882,331,21.83503770779701,9.576571746497839,9.054087568807821
336,yanaginagi - over and over [With You],V2,5.959465799149025,1279,110.77362494308449,30.18368877349302,22.68742769531113
337,Feint - Tower Of Heaven (You Are Slaves) [Extra],NM,5.087090001512409,883,158.68495479678018,31.225286606272892,13.207249624185502
338,Franchouchou - Saga Jihen [The jealous dance of a distressed butterfly],NF,6.277362115608286,909,73.9981984059488,33.63028171775061,31.012373700876957
339,EVO+ - [A]ddiction [Insane],NM,4.642871489827581,747,48.19026522811463,11.515791687425786,9.238975900677941
340,HLEB - How to forget that day [-Z-E-R-O-],HRNF,5.7844054276437555,725,64.84310738491635,35.88708501338216,33.86756195851711
341,Powerwolf - Army Of The Night [Priest's Insane],HDNC,4.880490804666352,631,33.78913001067213,6.149710186202929,4.393964171828544
342,Various Artist - Oriental's Long Stream Practice & Training Maps 4 [BPM245 Invisible Frenzy],NM,6.309763467215857,1176,715.64573750022,215.42504943990681,38.82023591769075
343,They Might Be Giants - Stomp Box [Stomped!],HDDT,4.219946827070353,292,23.01865613287728,6.919263893835908,5.883387306588291
344,"ShinRa-Bansho - Pink Kurage to, Sotto, Kiss o Shita. [I gently kissed the pink jellyfish.]",HD,6.908677308508219,1200,120.35147020588873,43.09949845482524,37.20778363411563
345,GYZE - HONESTY [HEART OF SORROW],HDDT,5.331063822637043,1547,264.7159601256922,64.83094072470624,32.520880711039005
346,Kurosaki Maon - Gravitation [Reform's Extra],HDDTHR,6.383084572075484,1035,78.73878662866419,30.724818577799716,27.711947941681228
347,goreshit - benzo (with me eternal) [forever],V2,6.418567168132209,1843,249.5284593985571,65.91646463694867,46.83290019175306
348,"Aethral - It's Boss Time, dude [$$$$]",HD,5.558755910247779,556,43.43607077672662,13.321955227455211,11.022163012274873
349,Panda Eyes & Teminite - Highscore [Game Over],HDDTNF,7.334755293352658,997,145.0848466244822,74.53874282007575,70.10722558958804
350,FELT - New World [Illusion],HDHR,6.022142941786834,1156,84.79534273422932,18.77526236748818,14.408264122978336
351,Adust Rain - psychology [Shiinoha's Insane],NM,4.289876002454263,835,68.37012299874903,16.298805448203403,11.96988523122605
352,technoplanet - Juvenile [Ataraxis],NM,7.577033102819186,1041,201.9616550680487,62.04065145716357,44.89043343962765
353,Yorushika - Hana ni Bourei [Phantom],NM,4.673647317782368,691,44.58552388228744,10.09797319162716,8.224702877670179
354,"Virtuanoise, Cosmo, Arcek & Zigurat - 4 Aliens At Work [CM vs. N vs. NB vs. T : Fourth day nonstop working in demand]",NM,7.885682284263105,3606,735.9806736566003,311.013410624829,257.7026890896157
355,Mantis & Rekoil - Trauma [Senitoshi Collab],NM,7.30510962337498,1196,111.99245183318133,48.14643347569192,43.056215012860875
356,M2U - A Bella! (feat. Lucy) [X],NF,5.823539175949553,580,51.48009254429367,23.331387218906734,21.539643954102022
357,Okazaki Taiiku - Kimi no Bouken (TV Size) [Extra],HDHR,6.028820793456647,344,15.105617928473727,4.512255237927337,4.061748284687126
358,Heatbeat - Mortal Kombat [Mortal],NM,5.414827641206424,479,63.67052240279424,14.312901125028736,10.000891456493834
359,Timothy (Chitose Morinaga) - Michi no Timothy Kimi no Kimochi [please help],NM,7.647171050890044,110,16.035715813570665,9.854975172235074,9.629288201473054
360,Yuma Mizonokuchi feat. Ai Ohsera - Princess Lily [Hard],NM,3.6007073077415,439,23.742294354706026,6.1181336354003975,4.978513009004828
361,Amatsuki - DORAEMON [A r Mevo's Insane],HDNC,4.437388914216176,274,14.801609013793012,2.8107023314954924,2.1724989109894186
362,LiSA - confidence driver (Cut Ver.) [Expert],HD,6.161229549423613,365,21.410244069580266,8.096509168418894,7.570672044707067
363,Yooh - snow storm -euphoria- [INFINITE],NM,5.3720659580351535,631,66.94841559321611,16.037051876741103,10.367964010373196
364,Mrs. GREEN APPLE - Inferno (TV Size) [Fire Force],HD,4.713284815702212,312,17.221503998838,4.100530825110697,3.351037572057552
365,Tatsh - Xevel [Extra],HDHR,5.381875350044293,653,68.96140879089994,14.56029832028745,9.179125966083342
366,Tsukumo Sana - Astrogirl [BEEEG Galaxy],NM,4.8836751474308855,778,56.31098426608366,16.25399286116898,13.537383183620143
367,"Hoshimachi Suisei - GHOST [I will keep Singing in the Dark, just for ''You''.]",NM,6.5277893284695505,1272,120.43853323597415,32.68980066264637,25.597346828030577
368,TheLaxOne - Skrillex Circulation [Rekt!],HD,6.301633054321105,370,25.070765618572402,9.956957271482754,9.254258050823996
369,Foreground Eclipse - I Bet You'll Forget That Even If You Noticed That [Each And Every Word Leaves Me Here Alone],HR,7.084533494911701,1160,108.2565137118299,29.53949415011983,23.222280490138743
370,PinocchioP - sukisukisukisukisukisukisukisukisukisuki [LESS THAN THREE DIMENSIONS],NF,8.196646220217653,1838,343.67112764415447,127.96975930330025,101.59080272328906
371,Stormzy - Big For Your Boots [#Merky],NM,6.151172497031842,1028,85.29592450046734,39.96812091113493,37.603976359519926
372,"KOCHO - Hanyamaru Manten, Zenitendou. (TV Size) [Normal]",DT,2.2962314930483787,61,3.287673207673202,1.0765039629476245,0.9615506544841665
373,ShinRa-Bansho - Itazura Sensation [The Dead Princess was her?],NM,6.558103078878405,1193,132.52953744268655,37.01574620125709,27.594021729435415
374,"Poppin'Party - Live Beyond!! [Let's Live, Smile, Run, and Shout!!]",NM,6.172393291225098,1368,87.65910003770016,28.06097932526846,24.44100475135535
375,Plan B - Candy (Speed Up Ver.) [KINKY NASTY],NM,8.30225984352743,745,80.21820248639439,45.52009331370556,44.15592951178783
376,yuikonnu - Ai no Scenario [Insane],DT,4.273107776710903,857,58.59851203368983,16.758239750516836,12.93727647923802
377,Dancing Cats - Go Kitty Go! [lets go],NM,7.344162176629014,367,44.59879290369294,23.009454506837905,21.740969038258463
378,Aether & Sizzlebird - Raccoon City (ft. Veela) [LCFC's Hard],DT,3.3825764407454937,552,48.437146027550156,10.815927706781439,7.819438334736906
379,KNOCK OUT MONKEY - BRAVE OUT (TV Size) [THE TRUTH],NM,6.328118931452785,476,44.77233295030894,13.904185271216347,11.409455795385142
380,Mia REGINA - My Sweet Maiden [Lust],NM,6.261554292516049,1335,134.7116084390651,34.90406986872349,24.567683140151967
381,THE ORAL CIGARETTES - Miss Tail [Blackito's Expert],NM,4.9636199129234075,673,60.411645010704945,14.42022914692527,10.655543166565176
382,"AliA - Kakurenbo [Ready, Set, Go!]",NM,6.0970194244842,1124,82.95495606858803,22.041936120293084,17.441276912267732
383,Brian The Sun - Lonely Go! (TV Size) [Jougan],HDDT,7.002386639622905,429,60.39979963652395,32.15728125474375,30.537744818669363
384,Mrs. GREEN APPLE - Inferno (TV Size) [Hard],NM,3.15108090697092,228,13.132381697812193,3.6038406847766584,2.935367718817499
385,Feint - Tower Of Heaven (You Are Slaves) [Hyper],HDNC,3.759085963444364,498,32.6028131529779,5.402456452786167,3.4133619881531123
386,Within Temptation - The Unforgiving [Stairway to the Skies],FL,3.0198007939020153,445,44.782703373501285,7.418117383118997,5.212400226297523
387,Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Yuuma & Amateurre's Insane],NM,4.899620120662165,802,39.505212197629085,11.792267343219276,10.31551699334056
388,THE ORAL CIGARETTES - Amy [Meg's Extra],NM,5.624847095826123,1043,57.58520410310436,15.488123335541653,13.093564174582404
389,LilDeuceDeuce - EVERYBODY DO THE FLOP (Cut Ver.) [Aakki's Hard],DT,3.659386751204129,265,16.5302205805713,5.2346017077804445,4.3337795161862065
390,HyuN - Infinity Heaven [Ad Infinitum],NM,4.783571013058691,702,86.27204828402103,17.874831322336956,10.289208921853927
391,Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [My Angel Kuki's Expert],NM,4.940866711672763,669,50.20719472778617,12.195001551830911,9.5046886601146
392,9mm Parabellum Bullet - Inferno [Agonizing Insane],NM,4.66243904156012,347,30.908713761901087,6.707517154806852,4.6173167968938875
393,PSYQUI - Hype feat. Such [Nightfall],NM,7.217601020004529,1368,193.12346153527147,83.8410261343736,71.60873745585825
394,xi - Last Resort [BASIC],HDHR,2.3664208673614127,164,5.7321668151485055,1.6781985128758752,1.4838639830563916
395,senya - Koyoi Index [Lunatic],HDDT,4.042019246057297,761,49.02045381933241,11.669400261381826,9.374626391897863
396,Silvia - Vertex Delta [DELTA],NM,7.2169975458847695,645,169.35746618909494,50.57893573259521,22.48108842675803
397,KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771457218,1412,140.30856930560444,43.25009664377784,33.802784685604735
398,Nomy - Cocaine (Nightcore Mix) [Insane],HR,5.224747281313069,575,38.13483342012891,9.3932289369287,7.973723706517064
399,Meiko - Leave The Lights On (KROT Remix) [Insane],NM,4.069742580127406,359,23.797414560202085,5.099118808712695,4.021947627189161
400,MYTH & ROID - Paradisus-Paradoxum [Curi's Extreme],NM,6.218864688689084,974,119.61280867070506,31.989490086947573,20.759317517789682
401,kradness&Reol - Remote Control [Max Control!],NC,5.724851834273454,1164,68.35172851317607,13.865347129594777,10.65767604612449
402,Ryu* feat.Mayumi Morinaga - Din Don Dan [Din Don Dan],DT,4.410051371419592,441,43.43973074460262,11.252979324390024,7.897814891047803
403,xi remixed by cosMo@bousouP - FREEDOM DiVE [METAL DIMENSIONS] [Extra],NM,6.576439791591816,1358,256.83527066141187,76.36048962812536,48.816900075666155
404,Natsuiro Bikini no Prim - Nagisa no Koakuma Lovely~Radio [fanzhen's Expert],NM,5.32150490117867,524,55.86141690961281,16.114501821138226,12.94486719286741
405,Madsonik & Kill the Noise Ft. Tom Morello - Divebomb [DIVE BOMB],HDNF,7.979863835618032,830,80.87429106843034,38.50206937537266,36.36056876035412
406,Bad Bunny - La Santa (feat. Daddy Yankee) [no te hagas tu eres igual],NM,4.7591649506834095,588,33.695491277021645,9.061634232214955,8.036850700815563
407,senya - Songs Compilation [Marathon],DT,4.103416884218728,1744,145.9567187433581,34.56363514682227,24.376353957020797
408,odaxelagnia - nicololi [for weak CS3 HP2],NM,9.146768407883119,632,194.91927221605218,130.25648157932045,126.94248413032591
409,-45 - Mind of the Corpse [mario kart wii is better than osu],NF,6.88209681353676,961,210.3108016585837,59.05265028249631,36.88345081705964
410,halca - Kokuhaku Bungee Jump [Sentimental Crisis],NM,5.91258105257994,1148,90.1356145637834,26.348263700695764,22.01708380900865
411,GYZE - HONESTY [HEART OF SORROW],HDDT,5.331063822637043,1547,264.7159601256922,64.83094072470624,32.520880711039005
412,Demetori - Kagayaku Hari no Kobito-zoku ~ Counter-Attack of the Weak [Extra Stage],HR,5.8796359705224255,2187,232.00272965881192,44.615923788927624,27.152228557543566
413,MIMI feat. Hatsune Miku - Mizuoto to Curtain [Extra],HD,5.428488224583433,172,10.79686800916938,3.3256655126272068,2.98226166281071
414,AKINO from bless4 & CHiCO with HoneyWorks - MIIRO vs. Ai no Scenario [Walao's Advanced],HDDTHRFL,2.635785187285663,168,4.827436427203752,1.3536042048646935,1.1779595035113135
415,DJ OKAWARI - Flower Dance [Titania 9.7],NM,7.816623356323934,1050,168.6953846497537,91.98872871843652,87.37229920221112
416,Colors*Slash - Colors Power ni Omakasero! [Rainbows],NM,6.032605115110572,395,19.371615267423092,7.811004716476097,7.445151116191637
417,Watashi (CV: Yuuki Aoi) - Ganbare! Kumoko-san no Thema (TV Size) [Ultra: Arachne],NM,7.7339259074019315,455,72.92066593652793,34.671490691212135,30.813468475303456
418,GYZE - HONESTY [DISHONEST],NM,7.114507345131963,2213,359.0801590092374,89.45831987424016,55.489068401990885
419,AAAA vs. Morimori Atsushi - Xrocus [Insane],NM,4.650224940801427,747,59.557774056051315,14.10147926554193,10.066434425965339
420,Primary - Awake [Goodbye],HDHR,5.803804571182778,858,38.93528031792604,10.499821274808507,9.300349097254319
421,positive MAD-crew - Mynarco [Withdrawals],NM,6.017462027694994,672,81.48655564543898,20.405852086439516,13.920067747197765
422,Naoki Miki(CV.Takahashi Rie) & Ebisuzawa Kurumi(CV.Ozawa Ari) - Unhappy End World [Hope],HR,6.076710181017974,513,38.19153297909637,9.144977325700516,7.175117945438204
423,Various Artists - Jump & Stream Practice [Settia's High Free Spirits [Fleet]],NM,7.293386994587314,52,16.278127482965854,9.160918068473135,8.307514191112858
424,KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771457218,1412,140.30856930560444,43.25009664377784,33.802784685604735
425,Aiurabu - Kani*Do-Luck! (TV Size) [Extra!],HDDT,5.5551446681407475,237,19.769004904589845,9.204767717133556,8.572312479498303
426,Porno Graffitti - THE DAY [Meyrink's Insane],NM,5.136562006446535,344,20.599981100430455,6.5797860114276165,5.9000266564675865
427,Sawamura Spencer Eriri (CV.Oonishi Saori) - Blooming Lily [Insane],DT,4.013102444207219,322,25.240487182755015,6.159222056926188,4.8927486932335436
428,Susumu Hirasawa - SWITCHED-ON LOTUS [Lotus],NM,6.59931385969484,1040,81.88834131065842,37.344625268275706,35.54338414933867
429,NateWantsToBattle - IN MY WORLD [Insane],HDHR,4.160210390743364,312,12.83638945459101,2.7471070354938374,2.2386834365803128
430,Komiya Mao - (can you) understand me? [heh?],NM,5.30876708968913,325,22.927956385328265,6.5413746800620025,5.779933697013088
431,Hanatan - Airman ga Taosenai (SOUND HOLIC Ver.) [Insane],HD,4.893240825790535,874,71.40358028960065,15.68641421953651,10.58112563063595
432,xi - Blue Zenith (Cut Ver.) [TWO DIMENSIONS],HR,6.998108114395235,738,112.77691081480559,30.14743670963235,21.108847475664337
433,Touno Sakura - PRIZM/CIRCUiT [Lovely],NM,4.657795167275969,516,51.228129308662425,11.726274336998237,8.115880643694899
434,"RAMM ni Haiyoru Kuuko-san to Kuune-san - Sister, Friend, Lover (TV Size) [Hard]",HDDT,3.5585075601262144,218,11.688337610686233,2.7919138251372053,2.3899698801669262
435,Tsumiki - phony [Calvaria's Ex],HD,5.452934963020413,736,53.41153367174557,25.374060150689306,23.278209208309327
436,Crywolf - Eyes Half Closed [Remap],NM,5.460696398773201,390,27.175375262614452,7.0094726308077435,6.158218280403811
437,Brandy - Cross Time !! [captin's Extra],NM,4.964925869771969,673,61.19749120529404,13.108271130191959,9.254101637865054
438,la planta - LA PLANTA [100pp Planta],NM,4.463062589738046,24,0.9327487218931263,0.7478792005096976,0.7443692610527692
439,DJ Mbon Mbon - Dj Salting (Cut Ver.) [Dj Hard],HDNC,3.193371918595549,182,18.938649293583932,3.2367656089216212,1.76046117757766
440,Tokyo.MeltiMelt - the Beautiful Cure feat. nayuta [Magnificat],NM,6.620203445251212,1758,170.3430862929497,69.73251992108028,61.62904447892219
441,EDOGA-SULLIVAN - WONDERFUL WONDER (TV Size) [Insane],HDDT,4.5729445578537185,178,9.408908623950813,3.570190831169785,3.3537525878651695
442,REDALiCE - Pekorap Tropical House Remix [Extra],NM,5.760897255842509,477,25.78096479728953,9.8280242352813,9.162799931843029
443,Various Artist - Oriental's Long Stream Practice & Training Maps [BPM176 Hana Kagerou],NM,4.568090210804634,988,435.7760508410649,93.11926636250824,17.982209386010755
444,96neko - Buriki no Dance [Delusion],NM,5.96454527799637,1066,127.14102888180282,27.036303935280433,17.2503356885694
445,Machico - fantastic dreamer [Meg's Extra],NM,5.283468846216545,378,23.959321603550876,6.673918339613843,5.6593353702236815
446,Various artists - Spaced Streams Compilation [code crimson],HD,5.564377423492241,110,19.122927985270632,6.096574508892856,4.81003833994379
447,Ci Mei Gui - Wu Xuan Lan [Zekks' Insane],HDDT,4.2279835385943025,327,17.55267240048325,5.142574684161737,4.4226030266471135
448,P4koo - Enka - flameflower [Fatal -Last-],NF,10.246625982655827,203,92.12294139086755,60.16598375443377,57.66136365977505
449,Tyrfing - Verflucht [Another],HD,5.856943221008012,827,102.05658468133088,23.486036014373827,15.284530884340464
450,Hoshino Gen - Koi [Frontier's Normal],HDDTHRFL,2.1204953477155417,178,9.568576958512905,1.7993737222764117,1.343031887064249
451,Camellia - We Could Get More Machinegun Psystyle! (And More Genre Switches) [Frick],NM,6.776204952228868,1576,196.41756235944194,100.05101926880425,90.75169847929529
452,IOSYS - Kanbu de Todomatte Sugu Tokeru ~ Kyouki no Udongein [Hard],DT,5.127742471855591,763,210.88904236312254,55.80259005500278,22.79938942240574
453,Bentham - Chicago [Sky City],NM,6.679651300277105,384,25.994357528110303,11.555401669911006,10.991145657980457
454,fhana - little secret magic [Linada's Insane],NM,5.073052604300965,454,31.563993622319565,9.273726645664814,7.807369009764801
455,Aimiya Zero - -ERROR [Hyper],HRNFV2,4.042582280399552,741,28.799902095491024,6.258047395702023,4.8960382628313255
456,Kishida Kyoudan & The Akeboshi Rockets - HIGHSCHOOL OF THE DEAD (Speed Up Ver.) [Eternity],NM,8.13605416124452,1026,131.39309871374562,59.25319213517603,53.43251438367059
457,Gary-lee Calvert - MC MENTAL @ HIS BEST [MC],NM,6.32881541757774,1407,266.5900036694636,85.50325270387766,61.671927062050415
458,Aimiya Zero - -ERROR [Drowning],HD,7.404080235164623,1189,100.77641645212654,49.713699657730864,47.13382542655828
459,MYUKKE. - NO ONE YES MAN [PEACE],NM,6.1907497953841135,683,86.33562768928404,41.10341720289869,37.08659451335699
460,yuikonnu - Heart no Atoaji [Sotarks' Emotions],NM,6.043173541575692,316,22.58123328300811,7.15668862966593,6.330325133136182
461,Camellia - Flamewall [Kujinn's EXTREME],HR,6.987014027834262,2138,241.90715608249712,97.2167128377396,83.26575572322751
462,Syoko Hoshi (CV: Satsumi Matsuda) - Zettai Tokken Shuchou Shimasu! Hoshi Syoko Solo Remix [Insane],HD,4.612507429960375,141,9.965783468355115,2.7572736684481836,2.3688355258948124
463,Halozy - Secret Sister Complex [Flandre Scarlet],HDDT,4.169173538578759,1300,105.73510497581145,25.155601729126314,19.264701069726613
464,Apocalyptica - Reign of Fear [VI],HD,6.237214053476766,1573,217.33152361174967,46.77930157235217,26.401493671596633
465,Kondo Akihisa - Black Night Town (TV Size) [Vengeance],NM,6.040966600986662,280,19.048321593592703,10.360576092266426,9.973235267340627
466,BLOOD STAIN CHILD - MOON LIGHT WAVE [Extra],NM,5.7676358324764765,663,45.834645322379586,17.73169925617827,15.641973479265172
467,yanaginagi x THE SIXTH LIE - LEVEL (TV Size) [Expert],NM,4.916578728410146,323,26.67171425138101,6.474300300625548,4.806660785951074
468,Getter Jaani - Rockefeller Street (Nightcore Mix) [Reform's Expert],DT,5.053433479716169,357,28.49324848589696,9.18334838599942,7.937966061322104
469,STAYC - STEREOTYPE [Hard],HDDT,3.256869411844707,362,21.213253797553385,6.149067316438272,5.2030767757611525
470,Nekomata Okayu - Wakusei Loop [Orbit],HDDT,4.962425761686686,698,52.4537232044618,18.689312242549082,15.879276808540629
471,Yasuda Rei - Passcode 4854 -TV edit- [Insane],HDDT,3.5317064232503315,228,11.255925553336558,3.278060111419251,2.9557561563015264
472,OxT - UNION (TV Size) [SSSS],NM,5.655973052398253,414,30.043545891464433,9.055697708926047,7.69646994897631
473,inabakumori - Lost Umbrella [kusano's Extra],NM,5.205322522291484,836,55.95499596871185,24.767455358299465,22.76716318573689
474,Down - Ekoro [Light Insane],NM,3.912977660107855,371,27.408984208199072,7.204052117172183,5.488464987151874
475,MIMI feat. Hatsune Miku - Marshmary [Insane],DT,4.541266364542737,266,15.637722816822443,5.373237854052484,4.912340965137055
476,Seiryu - BLUE DRAGON [Kyshiro's Extra],NM,5.83704484707237,660,55.19673267378801,15.08163469323721,12.465339218994547
477,Serenity - Lionheart [Extreme],NM,6.442489525638989,1474,193.33421272891803,47.724674516718196,31.14950123425474
478,Camellia - GHOST [SPEKTRE],NM,7.060888629579438,1776,271.20038916852354,107.07642256230213,84.71257306859953
479,Feint - Tower Of Heaven (You Are Slaves) [Another],HDDTNF,4.3920758770037365,608,74.26377821326493,15.946946113938848,8.335317670104436
480,MIMI feat. Hatsune Miku - Ai no Sukima [Insane],NM,4.515536576855376,207,11.651273852601257,3.3788783406247536,2.9583288878972684
481,Hyadain - Chocobo [Gold],NM,4.729072448283571,344,41.57634653208271,15.814472948113924,14.01733746612948
482,Memme - Plasma Gun [Extreme],NM,6.4577304359233025,332,49.828746083371406,13.854542488505043,9.979806119877846
483,Seiryu - BLUE DRAGON [Blue Dragon],HDDTSO,7.002203437677592,602,76.05991824344075,35.25239543527463,32.38900245307007
484,Sabaton - The Last Stand [In The Name Of God],HD,6.232630082667349,808,47.539525606189336,18.771911202228377,16.738954059562182
485,MYTH & ROID - Paradisus-Paradoxum [rem best girl],NM,7.388454296254197,1105,142.91322017390988,47.50170216152568,36.76638902245617
486,Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Extreme],NM,6.592121667897423,965,122.52116611661583,34.70994627910414,23.400795563198756
487,Ne Obliviscaris - Painters GAMMA [240 BPM],HD,6.571924214583142,630,273.16250540073,81.96595932286529,26.670525473208887
488,Yokomin - Yukari [from Love to Grief],V2,5.546875857946273,1373,104.58825211692076,26.58995173855553,20.31073712323662
489,Dean Fujitoka - History Maker (TV Size) [ReFaller's Hard],DTNF,3.270093128723016,145,11.263344303197272,3.110141581086375,2.4660670551601234
490,Three feat. Kagamine Len - Ego Rock [Extra],NM,5.043585024830764,266,14.987170359720658,4.714130918022899,4.102155110609889
491,96neko - Uso no Hibana [Monstraia's Extra],FL,6.3090472663284025,431,37.2291772695112,12.49936822795796,10.950371877442347
492,"Getter Jaani - Rockefeller Street (Nightcore Mix) [1-2, 7 3.]",NC,5.466533661312759,385,30.99164070958501,7.092805881892792,5.4988552949839
493,the peggies - Ashiato (TV Size) [Aistre's Insane],NM,4.22840231378513,325,23.595545436537794,5.366985212589716,4.209046436021034
494,dj TAKA - quaver [NiNo's Extra],HDNF,6.177969879748346,1019,82.39528152310747,23.830050741858468,20.055544980860038
495,pyrokinesis - absolutely black body [sssssssssssWs!],NM,5.935048587524633,344,25.442080186778583,8.655416777990311,7.811564993235078
496,SYU (from GALNERYUS) - REASON [Meaning of Life],NM,5.925470137394992,2140,290.3608047875348,75.98176694735128,51.077305612518884
497,Avenged Sevenfold - Save Me [Tragedy],SD,6.099036951036571,3190,331.175891695617,78.76948892892621,52.075166570548575
498,Nogizaka46 - Yubi Bouenkyou (TV Size) [Glaceon's Extra],NM,5.54014725518093,303,17.171877799241003,6.032418858087347,5.616102264384694
499,Kissing the Mirror x UNDEAD CORPORATION - Frozen Gear [Hunter In The Mist],NM,7.6083274316123095,1818,372.9234792772318,126.35881997892223,87.57715717913726
500,Ling Yuan yousa - Kami no Manimani [dance! dance!],NM,5.906146614466805,1319,174.36992762446155,58.990262974576225,48.42820368911761
501,Kozato snow - Rengetsu Ouka [hana],NM,6.198485924962958,960,113.09867703007464,40.70122620525983,34.79546133739447
502,DIALOGUE+ - Omoide Shiritori [Koori's Insane],HDDT,5.021185116494362,911,60.41817049634068,18.828593993479174,16.06905684452385
503,Camellia - Exit This Earth's Atomosphere [Evolution],NM,6.748054818032312,1350,145.817539013166,61.43274247557458,53.71337240431251
504,Mage - The Words I Never Said [Regret],NM,5.753690998545622,1728,311.35159019246106,65.3635936057869,28.905872000755835
505,-45 - Totenblume [Flower of the Dead],DT,4.26741741559848,1257,148.80422827498683,32.58140685479065,19.508292953949514
506,kurokumo - God-ish [Gott ist tot],HD,6.340518387529521,925,88.28626843287718,39.187330327254635,35.94813609667069
507,Sunless Rise - Awakening [Untruth],NM,7.132570969348935,2313,425.421127876703,140.00753698702334,95.04120597568486
508,Hoshimachi Suisei - phony [Sui-chan wa Kyou mo Kawaii!],NM,5.149536083167064,835,70.59699475857498,18.487106973667267,14.515021837123081
