beatmap_name,mods,stars_live,neg_loglik_SS
PinocchioP - sukisukisukisukisukisukisukisukisukisuki [LESS THAN THREE DIMENSIONS],NF,8.196646220217653,46.19577149361855
ZUN - Dark Side of Fate [Lunatic],NM,4.784486675442235,45.9936288560557
HyuN - Infinity Heaven [Ad Infinitum],NM,4.783571013058691,45.8875580961997
nmk - sola [Extra],NM,5.696060151536302,45.39228046948189
xi - Blue Zenith (Cut Ver.) [A r M i N's Extreme],NM,6.06052716500621,45.29601193544459
Mutsuhiko Izumi - Chinese Snowy Dance [Insane],NM,4.722981584904357,45.04785532342103
xi - FREEDOM DiVE [Extra],NF,7.055493228559143,44.61418769361687
Hiro - Carol Mega Mix [Yokes' Hidden Presents],HD,5.58268246831757,44.498909060489694
"Virtuanoise, Cosmo, Arcek & Zigurat - 4 Aliens At Work [CM vs. N vs. NB vs. T : Fourth day nonstop working in demand]",NM,7.885682284263105,44.41567874410006
IOSYS - Cirno Chirumiru [Insane],NM,4.863408665414928,44.38738392606544
gmtn. (witch's slave) - Illegal Paradise [Slavery],NM,7.120851916534559,44.28580713498377
SYU (from GALNERYUS) - REASON [Meaning of Life],NM,5.925470137394992,44.21538813840556
Yuyoyuppe - AiAe [Another],NM,4.705918788838024,44.199629725336706
Ata - Euphoria [Ultimate Power],HD,8.459031951547505,44.19413836806456
positive MAD-crew - Mynarco [Extra],NM,5.5173878131160485,43.921226769334424
Fractal Dreamers - Gardens Under A Spring Sky [Hyper],HD,4.67013488967702,43.836524304313535
xi - FREEDOM DiVE [Extreme],NM,6.731949982339801,43.69265489285651
Xanthochroid - In Putris Stagnum [Neverending],NM,7.615721168663508,43.5952669361221
9mm Parabellum Bullet - Inferno [Tragic Death Extra],NM,6.14373789849969,43.494204224115606
LADYBABY - Nippon Manju [TheMefisto's Insane],HD,4.963502390873661,43.48146864361006
onoken - Viden [Extreme],HD,5.701253135312754,43.44526722029073
Busdriver - Imaginary Places [NeBu's Speed Demon],NF,6.920791208741801,43.30059849292969
Imperial Circus Dead Decadence - Danzai No Honoo To Koibito-Tachi No Rondo [Piercing Pain],NM,5.440268915841186,43.30004671714997
positive MAD-crew - Mynarco [Withdrawals],NM,6.017462027694994,43.28467625854962
Thaehan - Doki-Doki [Extremerino],HD,5.830085535283429,43.20021765247932
Sunless Rise - Awakening [Untruth],NM,7.132570969348935,42.94618550608823
Yousei Teikoku - last moment [extreme],NM,6.27036451837186,42.84763356046895
Camellia - GHOST [SPEKTRE],NM,7.060888629579438,42.831146754977325
DJ TOTTO feat. *spiLa* - illumina [expert*],NM,5.2719494823134605,42.76771129336669
Yooh - snow storm -euphoria- [INFINITE],NM,5.3720659580351535,42.676836338161465
Camellia - Diastrophism [Real's Extreme],NM,6.045091349321094,42.39148767633992
F-777 - Space Battle [cs 4 lo],NM,7.900571651065048,42.35141592389125
MYTH & ROID - Paradisus-Paradoxum [Curi's Extreme],NM,6.218864688689084,41.97831263078679
Halozy - Genryuu Kaiko [Higan Torrent],NM,6.7688928202004846,41.62978919237196
Tatsh - Xevel [Extra],NM,5.381875350044293,41.38459951692337
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Extreme],NM,6.4790831839613565,40.94440140397059
Jakarta Funk Brothers - INSOMNIA [hehe's C11H15NO2],NM,5.870751474167824,40.925466094831314
Tatsh - Xevel [Extra],HD,5.381875350044293,40.877894687277646
Tatsh - Xevel [Extreme],NM,6.028566651349871,40.75189892053917
lapix - Carry Me Away (Extended Mix) [Bright Lights],NM,6.50573646851881,40.49274046776539
Kanpyohgo - Unmei no Dark Side -Rolling Gothic mix [FreeSongs' Rolling Hell],NM,6.56455982111187,40.459690440967435
Demetori - Hartmann no Youkai Shoujo ~ Todestrieb und Lebenstrieb [Extra Stage],NM,6.288398736873626,40.34643070596791
Feint - Tower Of Heaven (You Are Slaves) [Heaven],HD,5.545273796431182,40.29372608515817
ryu5150 - Louder than steel [Onlybiscuit's Extra],NM,5.6546793108430045,40.04756709362205
UROBOROS - Black Swallowtail (TV Size) [Flezlin's Extra],NM,6.290803137541907,39.90416384739822
Hanatan - Airman ga Taosenai (SOUND HOLIC Ver.) [Insane],HD,4.893240825790535,39.88341175550633
Power Of Nature - Shounen wa Sora o Tadoru [Special],NM,5.479451732858583,39.63834443021495
Imperial Circus Dead Decadence - Chinurareta Shuren ni Fukeru Houmura [Despair],NM,7.980034408605452,39.56460950281237
Mimomo & Kotomugi - Invisible [HLW's Runpappa],NM,5.612910579034445,39.50943198083134
Various Artists - 220bpm pack [Mynarco Addiction],NM,7.050281463418518,39.50183663544671
Falcom Sound Team J.D.K. - baresuta intachi(Remix) [Extra AR10],NM,6.83688405926884,39.15336617841542
Gekidan Record feat. Nekomata Master - Houkou Orpheus [Expert],NM,4.946174058936331,38.92097115078522
DECO*27 - First Storm feat. Hatsune Miku [my Drops of Tears I'll turn to Sparks of Fire],NM,6.656586255846911,38.75940528645947
Camellia - Break The Silence [murmur.],NM,7.007698325121948,38.458337642155044
Kabocha - EmbryO [Heilia's Ultra],NM,7.509545590336513,38.048572453837764
OISHII - ONIGIRI FREEWAY [EXTREME RICE],NM,7.075432298525771,38.007797678602614
II-L - VOSTOK-3 [Basic],NM,7.091104269249368,37.97370320895084
LeaF - Kyouki Ranbu [Extreme],HD,6.000805433598911,37.953220516095534
THE ORAL CIGARETTES - ReI [Mir's Extra],NM,6.135169914466751,37.92101177934416
Aether Realm - The Fool [Shadow of the Light],NM,6.901760936538846,37.780753864675276
Yooh - snow storm -euphoria- [EXHAUST],NM,4.796489524198316,37.66719171494577
Brandy - Cross Time !! [captin's Extra],NM,4.964925869771969,37.65826710676251
Getty vs. DJ DiA - Grayed Out -Antifront- [Loli's Ultra],NM,6.173638326876175,37.57618582947289
Draw the Emotional - Sad spring [Akitoshi's Expert],NM,5.524854899585298,37.56280551530538
Sota Fujimori - polygon [Incrementally Hi-Speed Extreme],NM,6.716143249232461,37.523912531207365
DimierLisb - Antiqua Doll [Psychoderia],NM,7.456298104621407,37.45069218544298
Mia REGINA - My Sweet Maiden [Lust],NM,6.261554292516049,37.26408601738953
TUYU - Namikare [Withering Tears],NM,6.976028127384328,37.236615880177794
Tech N9ne - Worldwide Choppers [Gangsta],NF,6.349763454249766,37.16005211473062
Emiru no Aishita Tsukiyo ni Dai San Gensou Kyoku wo - ito [Petal],NM,6.772517000714799,37.11068652576249
goreshit - there are no angels here. [archangeloi.],NM,5.320569744868696,36.85933718730623
VINXIS - Sidetracked Day [Daydream],NM,5.400899560324568,36.75554283734343
Yousei Teikoku - still alive [yami],NM,5.168502010387958,36.661797908521216
OwataP - Turkish March - Owata \(^o^)/ [<Normal Mode>],NM,5.861852271516427,36.34283447052861
Lana Del Rey - Dark Paradise [A Bitter Melody],NM,4.476755994896283,36.3269821470748
toby fox - Finale [Determination],HD,5.799902745097056,36.299371797698655
Eve - Gekka*Midare Botan [Meg&Roll_Pan's E-Xtra],NM,6.891694811670412,35.9654031454462
MYTH & ROID - Paradisus-Paradoxum [rem best girl],NM,7.388454296254197,35.893213800412504
Wagakki Band - Tengaku [Uncompressed Fury of a Raging Japanese God],NM,7.812080742335351,35.678873924557976
Imperial Circus Dead Decadence - Uta [Collab],NM,5.093824903114868,35.67653279042635
DJ OKAWARI - Flower Dance [Titania NC 9.8],HDNF,7.960868559005361,35.66779247482353
Yousei Teikoku - Hades: The rise [Hardest],NM,7.003346837815217,35.540512534807476
DJKurara - Goodbye [SEVEN COLORS],NM,6.12564774956258,35.301360958068514
Foreground Eclipse - Song's Compilation [Flames Within These Black Feathers],NF,6.7562334988081725,35.27069028094139
Memme - Xiao Long Bao [Another],NM,4.409428386549549,35.24733282753433
Geri Halliwell - It's Raining Men [HP's Slip 'n Slide Mishap],NM,4.187495281240802,34.99560770658166
Nitta emi - Heart beat [Arles],NM,7.553343634511472,34.99057274301208
Hyadain - Chocobo [Gold],NM,4.729072448283571,34.941100752363255
kakichoco - Zan'ei [Illusion],NM,5.578497392458393,34.918655954531786
FLOOR BABA - WIGGLE CORE [TAP],NM,6.613191614736332,34.88088777506995
PSYQUI - Hype feat. Such (lapix Remix) [Seeing Stars],HD,5.745613208902262,34.74962434662761
Yooh - LegenD. [GRAVITY],NM,6.106248069894873,34.686283255926256
Mizuki Nana - STARTING NOW! (TV Size) [2D Supremacy],HD,5.607640485157931,34.64726599450309
Usada Pekora - Discommunication Alien [uwaaa],HDNF,4.755963460403161,34.63427922523846
Heatbeat - Mortal Kombat [Mortal],NM,5.414827641206424,34.60003300666199
Kano - Stella-rium [Extra],NM,5.645668020380232,34.5477168383618
Noisia - Shellshock feat. Foreign Beggars [deetz's Insane],NM,4.773650550033951,34.530517659227
Natsuiro Bikini no Prim - Nagisa no Koakuma Lovely~Radio [fanzhen's Expert],NM,5.32150490117867,34.51970832784368
Yousei Teikoku - Autoscopy [Extreme],NM,6.313676295011657,34.449798062932494
Hoshimachi Suisei - Ranbu no Melody (Cut Ver.) [Mugetsu],NM,6.209543837634791,34.38865584591588
Trivium - Down From The Sky [Heavensfall],HD,5.082228349730671,34.259439964010014
Angerfist - Knock Knock [I am the danger],NM,5.836235819770345,34.258756031410115
"Hoshimachi Suisei - GHOST [I will keep Singing in the Dark, just for ''You''.]",NM,6.527789328469551,34.1815137499086
THE ORAL CIGARETTES - ReI [Rain],NM,6.399174135950932,34.15467195334364
ALiCE'S EMOTiON - Dark Flight Dreamer [Shawajoy's Lunatic],NM,5.288097234210721,34.12731783192924
CloZee - Koto [CChu's Intense],HD,5.098392139314639,34.061407814989394
MASAKI (ZUNTATA) - Touhou Kijinretsu [ItsWinter's Insane],NM,4.859252415378565,34.02216564767048
Touno Sakura - PRIZM/CIRCUiT [Lovely],NM,4.657795167275969,33.95644483809658
xi - Halcyon -Long Version- [Demigod],NM,5.314979143191264,33.733547200849245
Mob Psycho 100 (MOB CHOIR) - 99 [100%],NM,6.493769920957494,33.72456947448009
Chroma - I [Mamiko's HEAVENLY],NM,6.3594095024022055,33.67847685224199
technoplanet - Juvenile [Insane],NM,4.675072571327862,33.674349795863286
Ryu* - I'm so Happy [Extreme],NM,4.960661358653578,33.669852043837906
Hanazono Tae (CV: Otsuka Sae) - Hanazono Denki Guitar!!! [Expert],NM,5.808798933847839,33.646885781545876
paraoka - REAL210 [Arles],NM,6.447282337343228,33.62511709437392
yuikonnu - Yume Chizu [Another],NM,5.120760448365822,33.588461993034855
THE ORAL CIGARETTES - ReI [Suou's Insane ft. torriru],HD,4.641608643857884,33.54664212214465
Hoshimachi Suisei - GHOST [Meg's Extra],NM,5.6222626352127225,33.49208721616247
Popek - Rhythmic Collapse [Rhytmusstorung],NM,7.460353471999598,33.426731430166924
OxT - UNION (TV Size) [SSSS],NM,5.655973052398253,33.27407851262163
THE ORAL CIGARETTES - Flower [Vagueness],NM,6.596428826217857,33.2609958290877
DragonForce - Ashes of the Dawn [Insane],NM,4.740297909416454,33.20043742399276
Dark PHOENiX - Taketori Hishou [Extra],NM,5.049798085941978,33.149651877554575
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru [Mun's Expert],NM,6.3056554280444574,33.12583812180075
Our Stolen Theory - United (L.A.O.S Remix) [Eternity],NM,5.936445305891063,33.115710273736525
Gary-lee Calvert - MC MENTAL @ HIS BEST [MC],NM,6.32881541757774,32.94843435058267
Seiryu - BLUE DRAGON [Kyshiro's Extra],NM,5.83704484707237,32.87328796552791
SMETANA Band - Ya Govnar' [Extreme],NM,7.288343682528585,32.873191985069056
NOA - Monsters [<>],NM,7.997461657983298,32.76904244066226
96neko - Uso no Hibana [NiNo's Extra],NM,6.103744691015577,32.767104327586594
"Demetori - Yuuga ni Sakase, Sumizome no Sakura ~ The Harm of Coming into Existence [Stage 6]",HD,7.208390718950725,32.754614674005445
DJ Okawari - Flower Dance (Short Ver.) [Dance],NM,6.01327390016996,32.71737266565213
ke-ji feat. Nanahira - Ange du Blanc Pur [Insane],NM,4.6796478251699085,32.60577419275657
Hitomi Harada - Overdrive [Extra],NM,5.700060609375677,32.410933427806114
Yuaru - Asu no Yozora Shoukaihan (Speed Up Ver.) [Together],NM,8.226456986495114,32.244101585133556
Sangatsu no Phantasia - Pink Lemonade [Expert],NM,5.415587621229518,32.216020486310995
THE ORAL CIGARETTES - 5150 [Expert],NM,6.150009400137141,32.20857436595664
yanaginagi x THE SIXTH LIE - LEVEL (TV Size) [Expert],NM,4.916578728410146,32.0000865407642
Tsukumo Sana - Astrogirl [BEEEG Galaxy],NM,4.8836751474308855,31.88524331643753
yuikonnu - Heart no Atoaji [Insane],NM,5.095447859869473,31.835945528253
Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Harupion's Extra],NM,6.113620654543114,31.814386479166185
TEARS OF TRAGEDY - Spring Memory [Satellite & ponbot's Bittersweet Memories],HD,5.331742975045103,31.794723781958748
THE ORAL CIGARETTES - Miss Tail [Blackito's Expert],NM,4.963619912923408,31.751134929798795
DJ Totoriott - Chloe [yf's Extra],NM,5.942771037125552,31.691637467974967
The Winking Owl - Bloom [Blossom],NM,6.17247222499859,31.672284943592654
ShinRa-Bansho - Dramatic Hizakurige [adioni's Expert],NM,5.926606788443241,31.669004525813154
KASAI HARCORES - TRIPLE PLAY [Triple Play],NM,5.595594540930476,31.605476001634255
Ling Yuan yousa - Kami no Manimani [dance! dance!],NM,5.906146614466805,31.570832177676504
Riryka - Glass no Loneliness [Clear],HD,3.617727319507588,31.56639732539652
ShinRa-Bansho - Itazura Sensation [The Dead Princess was her?],NM,6.558103078878405,31.427153449103713
tokiwa yuu - shounen ripples [Arles],NM,8.111010138085122,31.41494843639416
9mm Parabellum Bullet - Inferno [Agonizing Insane],NM,4.66243904156012,31.348343833560328
Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Lunatic],NM,4.902603704392648,31.309426219614593
ShinRa-Bansho - Kakumei no bullet [UberFazz's Lunatic],NM,5.0152955284073,31.271421626337787
Hige Driver join. SELEN - Dadadadadadadadadada [SPECIAL],NF,6.340910856515404,31.24718267141848
EVO+ - [A]ddiction [117's Insane],NM,4.153993926216471,31.244410798914117
MISSING HEART - MOONLIGHT SHADOW (New Vocal Version) [Heavy],HT,4.432036266217265,31.22277211140329
UNISON SQUARE GARDEN - Phantom Joke (TV Size) [A r M i N's First Order],NM,6.349626880142682,31.20141278872796
Charlie Darker & Far Too Loud - Nail Gun (Short ver.) [CIDOR Diff EzRX],NM,7.908704833575089,31.19758556354917
96neko - Uso no Hibana [Monstraia's Extra],FL,6.3090472663284025,31.000260142815335
Imagine Dragons - Warriors [1000lp challenger],HDNF,8.323390051890769,30.947365046221506
EVO+ - [A]ddiction [Insane],NM,4.642871489827581,30.90179017620293
"ShinRa-Bansho - Pink Kurage to, Sotto, Kiss o Shita. [I gently kissed the pink jellyfish.]",HD,6.908677308508219,30.89294247210111
HoneyWorks feat. sana - Ijiwaru na Deai [wkyik meets love],NM,5.135514830690645,30.85160115676782
Reol - Asymmetry [P A N's Extra],NM,5.488201046300329,30.771785652077494
Dancing Cats - Go Kitty Go! [lets go],NM,7.344162176629014,30.645155476946783
Azusa Tadokoro - Koroaruki [Extra],NM,6.1912790373750015,30.63184991969259
SOUND HOLIC - Airman ga Taosenai (SOUND HOLIC Ver.) [Airman],NM,6.057371566526975,30.625733374886106
S3RL - Pika Girl [Insane],NM,4.572619789643944,30.601210004868385
Helblinde - Imagine Breaker [woof],HD,7.501561424894503,30.50424844659294
RADWIMPS - Yume Tourou [Insane: Taki],NM,4.807200219653084,30.5040547419082
Kobaryo - Cartoon Candy [Girl's Mocha Cappucino Deluxe],NM,7.39046090766434,30.39774346637895
An - artcore JINJA [Lunatic],NM,5.014191541436129,30.273409221126272
Watashi (CV: Yuuki Aoi) - Ganbare! Kumoko-san no Thema (TV Size) [Ultra: Arachne],NM,7.7339259074019315,30.176245939257022
ZYTOKINE - Dancing Dollz feat. cold kiss - REDALiCE Remix [Extra],HD,5.378838080776566,30.099968183160172
Kozato snow - Rengetsu Ouka [hana],NM,6.198485924962958,30.08186282646035
AAAA vs. Morimori Atsushi - Xrocus [Insane],NM,4.650224940801427,30.07964798656737
Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [Rikka's dunno],FL,5.92931106535353,30.02176344362634
Hikaru Station - My R [Letting Go],NM,6.519589397306898,30.009008653946935
"MY FIRST STORY feat. chelly (EGOIST) - 1,000,000 TIMES [AGAIN AND AGAIN]",NM,6.194000608904196,29.977824338242996
THE ORAL CIGARETTES - Sesshoku [Apocalypse],HD,6.656151414700202,29.970477020221914
Caravan Palace - Lone Digger [Hayu's Hyper],NM,4.7724025773526,29.930860771702566
THE ORAL CIGARETTES - GET BACK [Somewhere],NM,6.055971524853004,29.91323336897478
KNOCK OUT MONKEY - BRAVE OUT (TV Size) [THE TRUTH],NM,6.328118931452785,29.874951728740903
DJ'TEKINA//SOMETHING - Internet bitch P*Light Remix [N/A Reboot],NM,5.932563265487096,29.860745746471
Baby's breath - Kusabi [Flame Haze's Insane],NM,4.77688624832456,29.854420976164803
BLOOD STAIN CHILD - MOON LIGHT WAVE [Extra],NM,5.7676358324764765,29.82062264618316
Polyphia - O.D. [VINXIS' Extra],NM,5.4334808263357806,29.80330244915865
Project Grimoire - Caliburne ~Story of the Legendary sword~ [Extra],HD,5.812359430586006,29.793025482710508
Krewella - Live for the Night (Nightstep Mix) [-Yuzuriha's Insane],HD,4.070018463513164,29.76639165959211
Camellia feat. Nanahira - finorza [Shattered],NF,6.365756789123207,29.739480117685133
Kishida Kyoudan & The Akeboshi Rockets - HIGHSCHOOL OF THE DEAD (Speed Up Ver.) [Eternity],NM,8.13605416124452,29.688589862671424
Tech N9ne - Speedom (WWC2) (feat. Eminem & Krizz Kaliko) [Extreme],NM,5.8561712873096265,29.68738660126735
Bentham - Chicago [Re: Wonder],NM,6.035929130394807,29.653727209346123
Neko Hacker - Kuishinbo Hacker feat. Kuishinbo Akachan [EX],HDNF,5.668591916408603,29.595014011945075
Shimotsuki Haruka - Youka to Yumeutsutsu [Awaken AR10],NM,8.015816277415386,29.57607935254307
Adust Rain - psychology [Shiinoha's Insane],NM,4.289876002454263,29.524339530027696
Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [My Angel Kuki's Expert],NM,4.940866711672763,29.397835357431333
"Camellia - FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi) [browiec & Kuki's EXTRA]",NM,6.500139931632581,29.3536603009652
Inori Minase - Yume no Tsubomi [Promise],NM,5.997925103250685,29.303857507244462
Pratanallis feat. Tsuyuri Karin - Ren'ai Fantasy [Insane],HD,4.7491692623866095,29.20467805053902
Ray - km/h (TV Size) [Kyuukai's Extreme],NM,6.197962716623858,29.19091645035423
TUYU - Songs Compilation [Sorrow],NM,5.095771097053972,29.179467097084526
TOOL - The Pot [High],NM,7.428424047257289,29.167307484498803
Inori Minase - Yume no Tsubomi [Promise],HD,5.997925103250685,29.099905709703116
PSYQUI - Still in my heart feat. Punipuni Denki [bones' true love <3],NM,6.044563122434218,29.065767958493844
Calliope Mori x Gawr Gura x DECO*27 - Q [Queen],NM,6.034200901221582,28.978042328231272
halca - Kokuhaku Bungee Jump [Sentimental Crisis],NM,5.91258105257994,28.974911335480286
ayase rie - yuima-ru*world [Real's Insane],HD,4.3500049935773095,28.90782642094549
Nhato - Gekka [zerooooo],HDNF,6.8260477894540585,28.778097535218407
BAND-MAID - DICE [X],HD,6.475992132815519,28.77117316937096
Mitsukiyo - Summer Bounce [Paradise Collab],NM,6.00908134446469,28.70148741035852
Reol - No title [Insane],HD,4.724431734412594,28.63243893349655
DJ Fresh - Gold Dust [Insane],HD,4.92992969263951,28.52345466343572
Meiko - Leave The Lights On (KROT Remix) [Insane],NM,4.069742580127406,28.522764439667135
KASAI HARCORES - Cycle Hit [Home Run],NM,5.746726771457218,28.48912442193989
Seiryu - BLUE DRAGON [Fiery's Insane],NM,4.838710690187424,28.4216096781049
[Kyoro] - Mochio- [Extra],NM,5.958117635184466,28.38623884299188
Sakamoto Maaya - Okaerinasai (tomatomerde Remix) [Collab],NM,4.65418903353528,28.335540198350575
Minase Inori - Bokura wa Ima [Believe us],NM,6.401894538682528,28.32566082342793
Camellia - epimerization [catalyst],NM,6.707378505751706,28.314505844677996
UNDEAD CORPORATION - Yoru Naku Usagi wa Yume o Miru [Madness],NM,6.925652321080635,28.271656583654647
fhana - little secret magic [Linada's Insane],NM,5.073052604300965,28.24927681838492
Roselia - -HEROIC ADVENT- [-SHIZUKU'S EXPERT-],HD,5.379618955901951,28.219514916885217
The Koxx - A FOOL MOON NIGHT (SHORT VER.) [Insane],HD,4.140175009489619,28.212238517438813
Street - Dimension Ninja [Tech + Finger Control],HD,6.057313062261756,28.115008408954026
Abe Mao - Kotae (TV Size) [Lost],NM,5.531718997796355,28.09539717545332
